song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2019-12-20,2019-12-27,Negative
Fantasias,Rauw Alejandro,2,Colombia,2019-12-20,2019-12-27,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,3,Colombia,2019-12-20,2019-12-27,Positive
Sigues Con El,Dímelo Flow,4,Colombia,2019-12-20,2019-12-27,Negative
Blanco,J Balvin,5,Colombia,2019-12-20,2019-12-27,Negative
LA CANCIÓN,J Balvin,6,Colombia,2019-12-20,2019-12-27,Negative
Vete,Bad Bunny,7,Colombia,2019-12-20,2019-12-27,Negative
China,Anuel AA,8,Colombia,2019-12-20,2019-12-27,Negative
Hola - Remix,Dalex,9,Colombia,2019-12-20,2019-12-27,Negative
Dance Monkey,Tones And I,10,Colombia,2019-12-20,2019-12-27,Neutral
Quizas,Rich Music LTD,11,Colombia,2019-12-20,2019-12-27,Positive
Loco,Beéle,12,Colombia,2019-12-20,2019-12-27,Positive
No Me Conoce - Remix,Jhay Cortez,13,Colombia,2019-12-20,2019-12-27,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,14,Colombia,2019-12-20,2019-12-27,could not determine analysis
Callaita,Bad Bunny,15,Colombia,2019-12-20,2019-12-27,Negative
Indeciso,Reik,16,Colombia,2019-12-20,2019-12-27,Negative
QUE PRETENDES,J Balvin,17,Colombia,2019-12-20,2019-12-27,Negative
Si Te Vas,Sech,18,Colombia,2019-12-20,2019-12-27,Positive
Tutu,Camilo,19,Colombia,2019-12-20,2019-12-27,Negative
Alguien Me Gusta,Andy Rivera,20,Colombia,2019-12-20,2019-12-27,Negative
