song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-01-31,2020-02-07,Negative
Hola - Remix,Dalex,2,Argentina,2020-01-31,2020-02-07,Negative
Dance Monkey,Tones And I,3,Argentina,2020-01-31,2020-02-07,Neutral
Sigues Con El,Dímelo Flow,4,Argentina,2020-01-31,2020-02-07,could not determine analysis
Fantasias,Rauw Alejandro,5,Argentina,2020-01-31,2020-02-07,Negative
Muévelo,Nicky Jam,6,Argentina,2020-01-31,2020-02-07,Positive
RITMO (Bad Boys For Life),Black Eyed Peas,7,Argentina,2020-01-31,2020-02-07,Positive
Vete,Bad Bunny,8,Argentina,2020-01-31,2020-02-07,Negative
Bellaquita - Remix,Dalex,9,Argentina,2020-01-31,2020-02-07,Negative
Que Tire Pa Lante,Daddy Yankee,10,Argentina,2020-01-31,2020-02-07,could not determine analysis
Ya No Mas,Fer Palacio,11,Argentina,2020-01-31,2020-02-07,Negative
Perreo en La Luna,Rich Music LTD,12,Argentina,2020-01-31,2020-02-07,Negative
Recuerdo,TINI,13,Argentina,2020-01-31,2020-02-07,Negative
Morado,J Balvin,14,Argentina,2020-01-31,2020-02-07,Negative
China,Anuel AA,15,Argentina,2020-01-31,2020-02-07,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,16,Argentina,2020-01-31,2020-02-07,could not determine analysis
Fresa,TINI,17,Argentina,2020-01-31,2020-02-07,Negative
Blanco,J Balvin,18,Argentina,2020-01-31,2020-02-07,Negative
Whine Up,Nicky Jam,19,Argentina,2020-01-31,2020-02-07,Negative
Me Gusta,Shakira,20,Argentina,2020-01-31,2020-02-07,Negative
