song_name,song_artist,track number,country,start date,end date,Analysis
KEIN SCHLAF,Nimo,1,Germany,2019-12-06,2019-12-13,Negative
COLT,Samra,2,Germany,2019-12-06,2019-12-13,Negative
Roller,Apache 207,3,Germany,2019-12-06,2019-12-13,Negative
Der Bratan bleibt der gleiche,Capital Bra,4,Germany,2019-12-06,2019-12-13,Negative
Dance Monkey,Tones And I,5,Germany,2019-12-06,2019-12-13,Neutral
Tiffany,Shindy,6,Germany,2019-12-06,2019-12-13,Negative
Alien,RIN,7,Germany,2019-12-06,2019-12-13,Negative
Keine Liebe,RIN,8,Germany,2019-12-06,2019-12-13,Negative
Himmel grau,Kontra K,9,Germany,2019-12-06,2019-12-13,Negative
200 km/h,Apache 207,10,Germany,2019-12-06,2019-12-13,Negative
All I Want for Christmas Is You,Mariah Carey,11,Germany,2019-12-06,2019-12-13,Positive
110,Capital Bra,12,Germany,2019-12-06,2019-12-13,Negative
Wieso tust Du dir das an?,Apache 207,13,Germany,2019-12-06,2019-12-13,Positive
Skifahren (feat. Joshi Mizu),The Cratez,14,Germany,2019-12-06,2019-12-13,Negative
Last Christmas,Wham!,15,Germany,2019-12-06,2019-12-13,Positive
Ayy Macarena,Tyga,16,Germany,2019-12-06,2019-12-13,Negative
KARMA,Nimo,17,Germany,2019-12-06,2019-12-13,Negative
Falling,Trevor Daniel,18,Germany,2019-12-06,2019-12-13,Positive
2002,Sido,19,Germany,2019-12-06,2019-12-13,Negative
Doch in der Nacht,Apache 207,20,Germany,2019-12-06,2019-12-13,Negative
