song_name,song_artist,track number,country,start date,end date,Analysis
Rojo,J Balvin,1,Colombia,2020-03-13,2020-03-20,Neutral
Safaera,Bad Bunny,2,Colombia,2020-03-13,2020-03-20,Negative
Si Veo a Tu Mamá,Bad Bunny,3,Colombia,2020-03-13,2020-03-20,Negative
Ignorantes,Bad Bunny,4,Colombia,2020-03-13,2020-03-20,Negative
La Difícil,Bad Bunny,5,Colombia,2020-03-13,2020-03-20,Negative
Tusa,KAROL G,6,Colombia,2020-03-13,2020-03-20,Negative
Morado,J Balvin,7,Colombia,2020-03-13,2020-03-20,Negative
Sigues Con El,Dímelo Flow,8,Colombia,2020-03-13,2020-03-20,Negative
Hola - Remix,Dalex,9,Colombia,2020-03-13,2020-03-20,Negative
La Santa,Bad Bunny,10,Colombia,2020-03-13,2020-03-20,Negative
Dance Monkey,Tones And I,11,Colombia,2020-03-13,2020-03-20,Neutral
Vete,Bad Bunny,12,Colombia,2020-03-13,2020-03-20,Negative
Blanco,J Balvin,13,Colombia,2020-03-13,2020-03-20,Negative
Diosa,Myke Towers,14,Colombia,2020-03-13,2020-03-20,Negative
Tattoo,Rauw Alejandro,15,Colombia,2020-03-13,2020-03-20,Negative
Yo Perreo Sola,Bad Bunny,16,Colombia,2020-03-13,2020-03-20,Negative
Fantasias,Rauw Alejandro,17,Colombia,2020-03-13,2020-03-20,Negative
Por Primera Vez,Camilo,18,Colombia,2020-03-13,2020-03-20,Positive
Girl,Myke Towers,19,Colombia,2020-03-13,2020-03-20,Negative
BORRAXXA,Feid,20,Colombia,2020-03-13,2020-03-20,Negative
