song_name,song_artist,track number,country,start date,end date,Analysis
Baby,Joker Bra,1,Germany,2020-02-07,2020-02-14,Negative
Weiss,Samra,2,Germany,2020-02-07,2020-02-14,Positive
Blinding Lights,The Weeknd,3,Germany,2020-02-07,2020-02-14,Negative
Kein Wort,Juju,4,Germany,2020-02-07,2020-02-14,could not determine analysis
Mon Ami,Samra,5,Germany,2020-02-07,2020-02-14,Negative
Roller,Apache 207,6,Germany,2020-02-07,2020-02-14,Negative
Donuts,Gzuz,7,Germany,2020-02-07,2020-02-14,Negative
Zu Ende,Samra,8,Germany,2020-02-07,2020-02-14,Negative
Dance Monkey,Tones And I,9,Germany,2020-02-07,2020-02-14,Neutral
PUBLIC ENEMIES (feat. Kollegah &amp; Fler),Farid Bang,10,Germany,2020-02-07,2020-02-14,could not determine analysis
The Box,Roddy Ricch,11,Germany,2020-02-07,2020-02-14,Negative
KRIMINELL,Kianush,12,Germany,2020-02-07,2020-02-14,Negative
Breaking Me,Topic,13,Germany,2020-02-07,2020-02-14,Positive
Falling,Trevor Daniel,14,Germany,2020-02-07,2020-02-14,Positive
Bin da,Veysel,15,Germany,2020-02-07,2020-02-14,Negative
Kommunikation,Eno,16,Germany,2020-02-07,2020-02-14,Negative
136er,AK Ausserkontrolle,17,Germany,2020-02-07,2020-02-14,Negative
What If I Told You That I Love You,Ali Gatie,18,Germany,2020-02-07,2020-02-14,Positive
Roses - Imanbek Remix,SAINt JHN,19,Germany,2020-02-07,2020-02-14,Negative
Alien,RIN,20,Germany,2020-02-07,2020-02-14,Negative
