song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2020-02-28,2020-03-06,Negative
Tattoo,Rauw Alejandro,2,Spain,2020-02-28,2020-03-06,Negative
La Difícil,Bad Bunny,3,Spain,2020-02-28,2020-03-06,Negative
Diosa,Myke Towers,4,Spain,2020-02-28,2020-03-06,Negative
Ignorantes,Bad Bunny,5,Spain,2020-02-28,2020-03-06,Negative
Rojo,J Balvin,6,Spain,2020-02-28,2020-03-06,Neutral
Morado,J Balvin,7,Spain,2020-02-28,2020-03-06,Negative
Keii,Anuel AA,8,Spain,2020-02-28,2020-03-06,could not determine analysis
La Santa,Bad Bunny,9,Spain,2020-02-28,2020-03-06,Negative
Medusa,Jhay Cortez,10,Spain,2020-02-28,2020-03-06,Negative
Vete,Bad Bunny,11,Spain,2020-02-28,2020-03-06,Negative
Si Veo a Tu Mamá,Bad Bunny,12,Spain,2020-02-28,2020-03-06,Negative
Me Gusta,Shakira,13,Spain,2020-02-28,2020-03-06,Negative
Se iluminaba,Fred De Palma,14,Spain,2020-02-28,2020-03-06,Negative
Está Cabrón Ser Yo,Bad Bunny,15,Spain,2020-02-28,2020-03-06,Negative
Pero Ya No,Bad Bunny,16,Spain,2020-02-28,2020-03-06,Negative
Muévelo,Nicky Jam,17,Spain,2020-02-28,2020-03-06,Positive
+,Aitana,18,Spain,2020-02-28,2020-03-06,Negative
Dance Monkey,Tones And I,19,Spain,2020-02-28,2020-03-06,Neutral
Prendio (Remix),Rvfv,20,Spain,2020-02-28,2020-03-06,could not determine analysis
