song_name,song_artist,track number,country,start date,end date,Analysis
Favorito,Camilo,1,Argentina,2020-04-17,2020-04-24,Negative
Yo Perreo Sola,Bad Bunny,2,Argentina,2020-04-17,2020-04-24,Negative
Safaera,Bad Bunny,3,Argentina,2020-04-17,2020-04-24,Negative
PORFA,Feid,4,Argentina,2020-04-17,2020-04-24,Negative
Tattoo,Rauw Alejandro,5,Argentina,2020-04-17,2020-04-24,Negative
Tusa,KAROL G,6,Argentina,2020-04-17,2020-04-24,Negative
Por Primera Vez,Camilo,7,Argentina,2020-04-17,2020-04-24,Positive
Rojo,J Balvin,8,Argentina,2020-04-17,2020-04-24,Neutral
Hola - Remix,Dalex,9,Argentina,2020-04-17,2020-04-24,Negative
Diosa,Myke Towers,10,Argentina,2020-04-17,2020-04-24,Negative
Elegí (feat. Dímelo Flow),Rauw Alejandro,11,Argentina,2020-04-17,2020-04-24,Negative
Inolvidable,Ovy On The Drums,12,Argentina,2020-04-17,2020-04-24,Positive
Dance Monkey,Tones And I,13,Argentina,2020-04-17,2020-04-24,Neutral
Sigues Con El,Dímelo Flow,14,Argentina,2020-04-17,2020-04-24,Negative
Morado,J Balvin,15,Argentina,2020-04-17,2020-04-24,could not determine analysis
La Difícil,Bad Bunny,16,Argentina,2020-04-17,2020-04-24,Negative
Loco,Beéle,17,Argentina,2020-04-17,2020-04-24,Positive
Fantasias,Rauw Alejandro,18,Argentina,2020-04-17,2020-04-24,Negative
Amarillo,J Balvin,19,Argentina,2020-04-17,2020-04-24,Negative
Ignorantes,Bad Bunny,20,Argentina,2020-04-17,2020-04-24,Negative
Don't Start Now,Dua Lipa,17,Argentina,2020-04-24,2020-05-01,Negative
Roses - Imanbek Remix,SAINt JHN,20,Argentina,2020-04-24,2020-05-01,Negative
Blinding Lights,The Weeknd,16,Argentina,2020-05-08,2020-05-15,Negative
