song_name,song_artist,track number,country,start date,end date,Analysis
Rojo,J Balvin,1,Colombia,2020-04-03,2020-04-10,Neutral
Safaera,Bad Bunny,2,Colombia,2020-04-03,2020-04-10,Negative
Amarillo,J Balvin,3,Colombia,2020-04-03,2020-04-10,Negative
Yo Perreo Sola,Bad Bunny,4,Colombia,2020-04-03,2020-04-10,Negative
Morado,J Balvin,5,Colombia,2020-04-03,2020-04-10,Negative
Azul,J Balvin,6,Colombia,2020-04-03,2020-04-10,Negative
Sigues Con El,Dímelo Flow,7,Colombia,2020-04-03,2020-04-10,Negative
Ignorantes,Bad Bunny,8,Colombia,2020-04-03,2020-04-10,Negative
Si Veo a Tu Mamá,Bad Bunny,9,Colombia,2020-04-03,2020-04-10,Negative
Tusa,KAROL G,10,Colombia,2020-04-03,2020-04-10,Negative
Tattoo,Rauw Alejandro,11,Colombia,2020-04-03,2020-04-10,Negative
La Difícil,Bad Bunny,12,Colombia,2020-04-03,2020-04-10,could not determine analysis
Blanco,J Balvin,13,Colombia,2020-04-03,2020-04-10,Negative
PORFA,Feid,14,Colombia,2020-04-03,2020-04-10,Negative
Negro,J Balvin,15,Colombia,2020-04-03,2020-04-10,Negative
Hola - Remix,Dalex,16,Colombia,2020-04-03,2020-04-10,Negative
Favorito,Camilo,17,Colombia,2020-04-03,2020-04-10,Negative
Gris,J Balvin,18,Colombia,2020-04-03,2020-04-10,Negative
Dance Monkey,Tones And I,19,Colombia,2020-04-03,2020-04-10,Neutral
Elegí (feat. Dímelo Flow),Rauw Alejandro,20,Colombia,2020-04-03,2020-04-10,Negative
