Start Date,End Date,New cases,New Deaths,Total Cases
2020-01-31,2020-02-06,0,0,0
2020-02-07,2020-02-13,0,0,0
2020-02-14,2020-02-20,0,0,0
2020-02-21,2020-02-27,1,0,1
2020-02-28,2020-03-05,3,0,4
2020-03-06,2020-03-12,34,0,38
2020-03-13,2020-03-19,320,3,372
2020-03-20,2020-03-26,1933,53,2554
2020-03-27,2020-04-02,3851,163,6836
2020-04-03,2020-04-09,8104,492,16170
2020-04-10,2020-04-16,10228,786,28320
2020-04-17,2020-04-23,15332,982,45757
2020-04-24,2020-04-30,29726,2194,79218
