song_name,song_artist,track number,country,start date,end date,Analysis
Safaera,Bad Bunny,1,Spain,2020-04-10,2020-04-17,Negative
Amarillo,J Balvin,2,Spain,2020-04-10,2020-04-17,Negative
Dime Bbsita,Robledo,3,Spain,2020-04-10,2020-04-17,Negative
Yo Perreo Sola,Bad Bunny,4,Spain,2020-04-10,2020-04-17,Negative
Tusa,KAROL G,5,Spain,2020-04-10,2020-04-17,Negative
Rojo,J Balvin,6,Spain,2020-04-10,2020-04-17,Neutral
Tattoo,Rauw Alejandro,7,Spain,2020-04-10,2020-04-17,Negative
4 besos,Lola Indigo,8,Spain,2020-04-10,2020-04-17,Negative
La Difícil,Bad Bunny,9,Spain,2020-04-10,2020-04-17,Negative
Una Mala (Remix),El Completo Rd,10,Spain,2020-04-10,2020-04-17,Negative
Morado,J Balvin,11,Spain,2020-04-10,2020-04-17,Negative
Follow,KAROL G,12,Spain,2020-04-10,2020-04-17,Negative
Mil Tequilas,Chema Rivas,13,Spain,2020-04-10,2020-04-17,Negative
Diosa,Myke Towers,14,Spain,2020-04-10,2020-04-17,Negative
Tu Eres Un Bom Bom - Remix,Kafu Banton,15,Spain,2020-04-10,2020-04-17,Negative
PORFA,Feid,16,Spain,2020-04-10,2020-04-17,Negative
La Cama - Remix,Lunay,17,Spain,2020-04-10,2020-04-17,Negative
Se iluminaba,Fred De Palma,18,Spain,2020-04-10,2020-04-17,Negative
Keii,Anuel AA,19,Spain,2020-04-10,2020-04-17,Positive
Gris,J Balvin,20,Spain,2020-04-10,2020-04-17,Negative
