song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2019-12-20,2019-12-27,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,2,Argentina,2019-12-20,2019-12-27,Positive
Hola - Remix,Dalex,3,Argentina,2019-12-20,2019-12-27,Negative
Fantasias,Rauw Alejandro,4,Argentina,2019-12-20,2019-12-27,Negative
Que Tire Pa Lante,Daddy Yankee,5,Argentina,2019-12-20,2019-12-27,Negative
China,Anuel AA,6,Argentina,2019-12-20,2019-12-27,Negative
Dance Monkey,Tones And I,7,Argentina,2019-12-20,2019-12-27,Neutral
Fresa,TINI,8,Argentina,2019-12-20,2019-12-27,Negative
Bellaquita - Remix,Dalex,9,Argentina,2019-12-20,2019-12-27,Negative
C90 (Remix),John C,10,Argentina,2019-12-20,2019-12-27,Negative
Vete,Bad Bunny,11,Argentina,2019-12-20,2019-12-27,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,12,Argentina,2019-12-20,2019-12-27,could not determine analysis
Perreo en La Luna,Rich Music LTD,13,Argentina,2019-12-20,2019-12-27,Negative
Ya No Mas,Fer Palacio,14,Argentina,2019-12-20,2019-12-27,Negative
Quizas,Rich Music LTD,15,Argentina,2019-12-20,2019-12-27,Positive
Tutu,Camilo,16,Argentina,2019-12-20,2019-12-27,Negative
Goteo,Duki,17,Argentina,2019-12-20,2019-12-27,Negative
Whine Up,Nicky Jam,18,Argentina,2019-12-20,2019-12-27,Negative
Si Te Vas,Sech,19,Argentina,2019-12-20,2019-12-27,Positive
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,20,Argentina,2019-12-20,2019-12-27,Negative
