song_name,song_artist,track number,country,start date,end date,Analysis
Roller,Apache 207,1,Germany,2019-12-27,2020-01-03,Negative
Dance Monkey,Tones And I,2,Germany,2019-12-27,2020-01-03,Neutral
Vor der Tür,Gzuz,3,Germany,2019-12-27,2020-01-03,Negative
Blinding Lights,The Weeknd,4,Germany,2019-12-27,2020-01-03,Negative
KEIN SCHLAF,Nimo,5,Germany,2019-12-27,2020-01-03,Negative
Skifahren (feat. Joshi Mizu),The Cratez,6,Germany,2019-12-27,2020-01-03,Negative
200 km/h,Apache 207,7,Germany,2019-12-27,2020-01-03,Negative
Wieso tust Du dir das an?,Apache 207,8,Germany,2019-12-27,2020-01-03,Positive
Ayy Macarena,Tyga,9,Germany,2019-12-27,2020-01-03,Negative
COLT,Samra,10,Germany,2019-12-27,2020-01-03,Negative
Falling,Trevor Daniel,11,Germany,2019-12-27,2020-01-03,Positive
Keine Liebe,RIN,12,Germany,2019-12-27,2020-01-03,Negative
Alien,RIN,13,Germany,2019-12-27,2020-01-03,Negative
110,Capital Bra,14,Germany,2019-12-27,2020-01-03,Negative
Nur zur Info,Ufo361,15,Germany,2019-12-27,2020-01-03,Negative
Mit Dir,Loredana,16,Germany,2019-12-27,2020-01-03,Negative
Ride It,Regard,17,Germany,2019-12-27,2020-01-03,Negative
ROXANNE,Arizona Zervas,18,Germany,2019-12-27,2020-01-03,Positive
Don't Start Now,Dua Lipa,19,Germany,2019-12-27,2020-01-03,Negative
Doch in der Nacht,Apache 207,20,Germany,2019-12-27,2020-01-03,Negative
