song_name,song_artist,track number,country,start date,end date,Analysis
Favorito,Camilo,1,Argentina,2020-04-24,2020-05-01,Negative
Yo Perreo Sola,Bad Bunny,2,Argentina,2020-04-24,2020-05-01,Negative
PORFA,Feid,3,Argentina,2020-04-24,2020-05-01,Negative
Safaera,Bad Bunny,4,Argentina,2020-04-24,2020-05-01,Negative
Tattoo,Rauw Alejandro,5,Argentina,2020-04-24,2020-05-01,Negative
Tusa,KAROL G,6,Argentina,2020-04-24,2020-05-01,Negative
Por Primera Vez,Camilo,7,Argentina,2020-04-24,2020-05-01,Positive
Inolvidable,Ovy On The Drums,8,Argentina,2020-04-24,2020-05-01,Positive
Rojo,J Balvin,9,Argentina,2020-04-24,2020-05-01,Neutral
Hola - Remix,Dalex,10,Argentina,2020-04-24,2020-05-01,Negative
Diosa,Myke Towers,11,Argentina,2020-04-24,2020-05-01,Negative
Elegí (feat. Dímelo Flow),Rauw Alejandro,12,Argentina,2020-04-24,2020-05-01,Negative
Sigues Con El,Dímelo Flow,13,Argentina,2020-04-24,2020-05-01,Negative
Dance Monkey,Tones And I,14,Argentina,2020-04-24,2020-05-01,Neutral
Loco,Beéle,15,Argentina,2020-04-24,2020-05-01,Positive
Morado,J Balvin,16,Argentina,2020-04-24,2020-05-01,could not determine analysis
Don't Start Now,Dua Lipa,17,Argentina,2020-04-24,2020-05-01,Negative
Fantasias,Rauw Alejandro,18,Argentina,2020-04-24,2020-05-01,Negative
La Difícil,Bad Bunny,19,Argentina,2020-04-24,2020-05-01,Negative
Roses - Imanbek Remix,SAINt JHN,20,Argentina,2020-04-24,2020-05-01,Negative
