song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2019-12-20,2019-12-27,Negative
+,Aitana,2,Spain,2019-12-20,2019-12-27,Negative
Alocao (With Bad Gyal),Omar Montes,3,Spain,2019-12-20,2019-12-27,Positive
Dance Monkey,Tones And I,4,Spain,2019-12-20,2019-12-27,Neutral
Vete,Bad Bunny,5,Spain,2019-12-20,2019-12-27,Negative
Zorra,Bad Gyal,6,Spain,2019-12-20,2019-12-27,Negative
Indeciso,Reik,7,Spain,2019-12-20,2019-12-27,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,8,Spain,2019-12-20,2019-12-27,Positive
Whine Up,Nicky Jam,9,Spain,2019-12-20,2019-12-27,Negative
China,Anuel AA,10,Spain,2019-12-20,2019-12-27,Negative
Blanco,J Balvin,11,Spain,2019-12-20,2019-12-27,Negative
Aventura,Lunay,12,Spain,2019-12-20,2019-12-27,Negative
Si por mi fuera,Beret,13,Spain,2019-12-20,2019-12-27,Negative
Easy - Remix,Jhay Cortez,14,Spain,2019-12-20,2019-12-27,Positive
Hola - Remix,Dalex,15,Spain,2019-12-20,2019-12-27,Negative
Fantasias,Rauw Alejandro,16,Spain,2019-12-20,2019-12-27,Negative
Rueda,Chimbala,17,Spain,2019-12-20,2019-12-27,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,18,Spain,2019-12-20,2019-12-27,could not determine analysis
Hasta Que Salga el Sol,Ozuna,19,Spain,2019-12-20,2019-12-27,Negative
All I Want for Christmas Is You,Mariah Carey,20,Spain,2019-12-20,2019-12-27,Positive
