song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-03-13,2020-03-20,Negative
Tattoo,Rauw Alejandro,2,Argentina,2020-03-13,2020-03-20,could not determine analysis
Hola - Remix,Dalex,3,Argentina,2020-03-13,2020-03-20,Negative
Sigues Con El,Dímelo Flow,4,Argentina,2020-03-13,2020-03-20,Negative
La Difícil,Bad Bunny,5,Argentina,2020-03-13,2020-03-20,Negative
Diosa,Myke Towers,6,Argentina,2020-03-13,2020-03-20,Negative
Dance Monkey,Tones And I,7,Argentina,2020-03-13,2020-03-20,Neutral
Safaera,Bad Bunny,8,Argentina,2020-03-13,2020-03-20,Negative
Ignorantes,Bad Bunny,9,Argentina,2020-03-13,2020-03-20,Negative
Par-Tusa,El Dipy,10,Argentina,2020-03-13,2020-03-20,Negative
Morado,J Balvin,11,Argentina,2020-03-13,2020-03-20,Negative
Fantasias,Rauw Alejandro,12,Argentina,2020-03-13,2020-03-20,Negative
Muévelo,Nicky Jam,13,Argentina,2020-03-13,2020-03-20,Positive
Vete,Bad Bunny,14,Argentina,2020-03-13,2020-03-20,Negative
Rojo,J Balvin,15,Argentina,2020-03-13,2020-03-20,Neutral
Flasheaste Amor,Agapornis,16,Argentina,2020-03-13,2020-03-20,Positive
Recuerdo,TINI,17,Argentina,2020-03-13,2020-03-20,Negative
Dónde Estás,KHEA,18,Argentina,2020-03-13,2020-03-20,Positive
Keii,Anuel AA,19,Argentina,2020-03-13,2020-03-20,Positive
Pa Los Gustos Los Colores,Javiielo,20,Argentina,2020-03-13,2020-03-20,Positive
