song_name,song_artist,track number,country,start date,end date,Analysis
Rojo,J Balvin,1,Colombia,2020-04-24,2020-05-01,Neutral
PORFA,Feid,2,Colombia,2020-04-24,2020-05-01,Negative
Favorito,Camilo,3,Colombia,2020-04-24,2020-05-01,Negative
Amarillo,J Balvin,4,Colombia,2020-04-24,2020-05-01,Negative
Safaera,Bad Bunny,5,Colombia,2020-04-24,2020-05-01,Negative
Yo Perreo Sola,Bad Bunny,6,Colombia,2020-04-24,2020-05-01,Negative
Morado,J Balvin,7,Colombia,2020-04-24,2020-05-01,Negative
Tattoo,Rauw Alejandro,8,Colombia,2020-04-24,2020-05-01,Negative
Tusa,KAROL G,9,Colombia,2020-04-24,2020-05-01,Negative
Azul,J Balvin,10,Colombia,2020-04-24,2020-05-01,Negative
Ignorantes,Bad Bunny,11,Colombia,2020-04-24,2020-05-01,Negative
Hola - Remix,Dalex,12,Colombia,2020-04-24,2020-05-01,Negative
Elegí (feat. Dímelo Flow),Rauw Alejandro,13,Colombia,2020-04-24,2020-05-01,Negative
RELXJXTE,Feid,14,Colombia,2020-04-24,2020-05-01,Negative
Sigues Con El,Dímelo Flow,15,Colombia,2020-04-24,2020-05-01,Negative
Blinding Lights,The Weeknd,16,Colombia,2020-04-24,2020-05-01,Negative
Blanco,J Balvin,17,Colombia,2020-04-24,2020-05-01,Negative
Si Veo a Tu Mamá,Bad Bunny,18,Colombia,2020-04-24,2020-05-01,Negative
Los Besos,Greeicy,19,Colombia,2020-04-24,2020-05-01,Positive
BORRAXXA,Feid,20,Colombia,2020-04-24,2020-05-01,Negative
