song_name,song_artist,track number,country,start date,end date,Analysis,Lyrics
Pretender,Official HIGE DANdism,1,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/Official-hige-dandism-pretender-lyrics
Hakujitsu,King Gnu,2,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/King-gnu-hakujitsu-lyrics
宿命,Official HIGE DANdism,3,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/Official-hige-dandism-shukumei-lyrics
イエスタデイ,Official HIGE DANdism,4,Japan,2020-01-24,2020-01-31,could not determine analysis,
Machigaisagashi,Masaki Suda,5,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/Masaki-suda-machigai-sagashi-lyrics
Teenager Forever,King Gnu,6,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/King-gnu-teenager-forever-lyrics
ノーダウト,Official HIGE DANdism,7,Japan,2020-01-24,2020-01-31,could not determine analysis,
I LOVE...,Official HIGE DANdism,8,Japan,2020-01-24,2020-01-31,Positive,https://genius.com/Official-hige-dandism-i-love-lyrics
115万キロのフィルム,Official HIGE DANdism,9,Japan,2020-01-24,2020-01-31,could not determine analysis,
Hikoutei,King Gnu,10,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/King-gnu-hikoutei-lyrics
マリーゴールド,Aimyon,11,Japan,2020-01-24,2020-01-31,could not determine analysis,
bad guy,Billie Eilish,12,Japan,2020-01-24,2020-01-31,Negative,https://genius.com/Billie-eilish-bad-guy-lyrics
Gurenge,LiSA,13,Japan,2020-01-24,2020-01-31,Negative,https://genius.com/Lisa-gurenge-lyrics
Umbrella,King Gnu,14,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/King-gnu-umbrella-lyrics
高嶺の花子さん,back number,15,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/Back-number--lyrics
Sayonara Elegy,Masaki Suda,16,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/Masaki-suda-sayonara-elegy-lyrics
Stand By You,Official HIGE DANdism,17,Japan,2020-01-24,2020-01-31,Positive,https://genius.com/Official-hige-dandism-stand-by-you-lyrics
インフェルノ,Mrs. GREEN APPLE,18,Japan,2020-01-24,2020-01-31,Neutral,https://genius.com/Mrs-green-apple-inferno-lyrics
ただ君に晴れ,ヨルシカ,19,Japan,2020-01-24,2020-01-31,could not determine analysis,
君はロックを聴かない,Aimyon,20,Japan,2020-01-24,2020-01-31,could not determine analysis,
Pretender,Official HIGE DANdism,1,Japan,2020-01-31,2020-02-07,Neutral,https://genius.com/Official-hige-dandism-pretender-lyrics
Hakujitsu,King Gnu,2,Japan,2020-01-31,2020-02-07,Neutral,https://genius.com/King-gnu-hakujitsu-lyrics
宿命,Official HIGE DANdism,3,Japan,2020-01-31,2020-02-07,Neutral,https://genius.com/Official-hige-dandism-shukumei-lyrics
イエスタデイ,Official HIGE DANdism,4,Japan,2020-01-31,2020-02-07,could not determine analysis,
I LOVE...,Official HIGE DANdism,5,Japan,2020-01-31,2020-02-07,Positive,https://genius.com/Official-hige-dandism-i-love-lyrics
Machigaisagashi,Masaki Suda,6,Japan,2020-01-31,2020-02-07,Neutral,https://genius.com/Masaki-suda-machigai-sagashi-lyrics
ノーダウト,Official HIGE DANdism,7,Japan,2020-01-31,2020-02-07,could not determine analysis,
115万キロのフィルム,Official HIGE DANdism,8,Japan,2020-01-31,2020-02-07,could not determine analysis,
bad guy,Billie Eilish,9,Japan,2020-01-31,2020-02-07,Negative,https://genius.com/Billie-eilish-bad-guy-lyrics
Teenager Forever,King Gnu,10,Japan,2020-01-31,2020-02-07,Neutral,https://genius.com/King-gnu-teenager-forever-lyrics
マリーゴールド,Aimyon,11,Japan,2020-01-31,2020-02-07,could not determine analysis,
Gurenge,LiSA,12,Japan,2020-01-31,2020-02-07,Negative,https://genius.com/Lisa-gurenge-lyrics
Hikoutei,King Gnu,13,Japan,2020-01-31,2020-02-07,Neutral,https://genius.com/King-gnu-hikoutei-lyrics
