song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2019-12-27,2020-01-03,Negative
Hola - Remix,Dalex,2,Argentina,2019-12-27,2020-01-03,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,3,Argentina,2019-12-27,2020-01-03,Positive
Fantasias,Rauw Alejandro,4,Argentina,2019-12-27,2020-01-03,Negative
Que Tire Pa Lante,Daddy Yankee,5,Argentina,2019-12-27,2020-01-03,Negative
Dance Monkey,Tones And I,6,Argentina,2019-12-27,2020-01-03,Neutral
China,Anuel AA,7,Argentina,2019-12-27,2020-01-03,Negative
Bellaquita - Remix,Dalex,8,Argentina,2019-12-27,2020-01-03,Negative
Fresa,TINI,9,Argentina,2019-12-27,2020-01-03,Negative
Vete,Bad Bunny,10,Argentina,2019-12-27,2020-01-03,Negative
C90 (Remix),John C,11,Argentina,2019-12-27,2020-01-03,Negative
Perreo en La Luna,Rich Music LTD,12,Argentina,2019-12-27,2020-01-03,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,13,Argentina,2019-12-27,2020-01-03,could not determine analysis
Ya No Mas,Fer Palacio,14,Argentina,2019-12-27,2020-01-03,Negative
Tutu,Camilo,15,Argentina,2019-12-27,2020-01-03,Negative
Whine Up,Nicky Jam,16,Argentina,2019-12-27,2020-01-03,Negative
Quizas,Rich Music LTD,17,Argentina,2019-12-27,2020-01-03,Positive
Sigues Con El,Dímelo Flow,18,Argentina,2019-12-27,2020-01-03,Negative
Goteo,Duki,19,Argentina,2019-12-27,2020-01-03,Negative
Si Te Vas,Sech,20,Argentina,2019-12-27,2020-01-03,Positive
