song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2020-01-03,2020-01-10,Negative
Fantasias,Rauw Alejandro,2,Colombia,2020-01-03,2020-01-10,Negative
Sigues Con El,Dímelo Flow,3,Colombia,2020-01-03,2020-01-10,Negative
Dance Monkey,Tones And I,4,Colombia,2020-01-03,2020-01-10,Neutral
RITMO (Bad Boys For Life),Black Eyed Peas,5,Colombia,2020-01-03,2020-01-10,Positive
Blanco,J Balvin,6,Colombia,2020-01-03,2020-01-10,Negative
Hola - Remix,Dalex,7,Colombia,2020-01-03,2020-01-10,Negative
LA CANCIÓN,J Balvin,8,Colombia,2020-01-03,2020-01-10,Negative
Vete,Bad Bunny,9,Colombia,2020-01-03,2020-01-10,Negative
China,Anuel AA,10,Colombia,2020-01-03,2020-01-10,Negative
Loco,Beéle,11,Colombia,2020-01-03,2020-01-10,Positive
Adicto (with Anuel AA &amp; Ozuna),Tainy,12,Colombia,2020-01-03,2020-01-10,could not determine analysis
Quizas,Rich Music LTD,13,Colombia,2020-01-03,2020-01-10,could not determine analysis
Callaita,Bad Bunny,14,Colombia,2020-01-03,2020-01-10,Negative
No Me Conoce - Remix,Jhay Cortez,15,Colombia,2020-01-03,2020-01-10,Negative
Whine Up,Nicky Jam,16,Colombia,2020-01-03,2020-01-10,Negative
Indeciso,Reik,17,Colombia,2020-01-03,2020-01-10,Negative
Si Te Vas,Sech,18,Colombia,2020-01-03,2020-01-10,Positive
QUE PRETENDES,J Balvin,19,Colombia,2020-01-03,2020-01-10,Negative
Alguien Me Gusta,Andy Rivera,20,Colombia,2020-01-03,2020-01-10,Negative
