Start Date,End Date,New cases,New Deaths,Total Cases
2020-01-31,2020-02-06,0,0,0
2020-02-07,2020-02-13,0,0,0
2020-02-14,2020-02-20,0,0,0
2020-02-21,2020-02-27,0,0,0
2020-02-28,2020-03-05,0,0,0
2020-03-06,2020-03-12,7,1,7
2020-03-13,2020-03-19,85,1,92
2020-03-20,2020-03-26,148,0,242
2020-03-27,2020-04-02,158,7,422
2020-04-03,2020-04-09,116,12,593
2020-04-10,2020-04-16,129,12,747
2020-04-17,2020-04-23,224,11,1024
2020-04-24,2020-04-30,350,12,1447
