song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-01-10,2020-01-17,Negative
Hola - Remix,Dalex,2,Argentina,2020-01-10,2020-01-17,Negative
Dance Monkey,Tones And I,3,Argentina,2020-01-10,2020-01-17,Neutral
Fantasias,Rauw Alejandro,4,Argentina,2020-01-10,2020-01-17,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,5,Argentina,2020-01-10,2020-01-17,Positive
Sigues Con El,Dímelo Flow,6,Argentina,2020-01-10,2020-01-17,Negative
Que Tire Pa Lante,Daddy Yankee,7,Argentina,2020-01-10,2020-01-17,Negative
Bellaquita - Remix,Dalex,8,Argentina,2020-01-10,2020-01-17,Negative
Vete,Bad Bunny,9,Argentina,2020-01-10,2020-01-17,Negative
China,Anuel AA,10,Argentina,2020-01-10,2020-01-17,Negative
Perreo en La Luna,Rich Music LTD,11,Argentina,2020-01-10,2020-01-17,Negative
Fresa,TINI,12,Argentina,2020-01-10,2020-01-17,Negative
Ya No Mas,Fer Palacio,13,Argentina,2020-01-10,2020-01-17,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,14,Argentina,2020-01-10,2020-01-17,could not determine analysis
Whine Up,Nicky Jam,15,Argentina,2020-01-10,2020-01-17,Negative
C90 (Remix),John C,16,Argentina,2020-01-10,2020-01-17,Negative
Recuerdo,TINI,17,Argentina,2020-01-10,2020-01-17,Negative
Quizas,Rich Music LTD,18,Argentina,2020-01-10,2020-01-17,Positive
Blanco,J Balvin,19,Argentina,2020-01-10,2020-01-17,Negative
Muévelo,Nicky Jam,20,Argentina,2020-01-10,2020-01-17,Positive
