song_name,song_artist,track number,country,start date,end date,Analysis
Safaera,Bad Bunny,1,Argentina,2020-04-03,2020-04-10,Negative
Yo Perreo Sola,Bad Bunny,2,Argentina,2020-04-03,2020-04-10,Negative
Tusa,KAROL G,3,Argentina,2020-04-03,2020-04-10,Negative
Tattoo,Rauw Alejandro,4,Argentina,2020-04-03,2020-04-10,Negative
Sigues Con El,Dímelo Flow,5,Argentina,2020-04-03,2020-04-10,Negative
Rojo,J Balvin,6,Argentina,2020-04-03,2020-04-10,Neutral
Hola - Remix,Dalex,7,Argentina,2020-04-03,2020-04-10,Negative
Diosa,Myke Towers,8,Argentina,2020-04-03,2020-04-10,Negative
Dance Monkey,Tones And I,9,Argentina,2020-04-03,2020-04-10,Neutral
La Difícil,Bad Bunny,10,Argentina,2020-04-03,2020-04-10,Negative
Favorito,Camilo,11,Argentina,2020-04-03,2020-04-10,Negative
Morado,J Balvin,12,Argentina,2020-04-03,2020-04-10,Negative
Ignorantes,Bad Bunny,13,Argentina,2020-04-03,2020-04-10,Negative
Por Primera Vez,Camilo,14,Argentina,2020-04-03,2020-04-10,Positive
Don't Start Now,Dua Lipa,15,Argentina,2020-04-03,2020-04-10,Negative
Fantasias,Rauw Alejandro,16,Argentina,2020-04-03,2020-04-10,Negative
PORFA,Feid,17,Argentina,2020-04-03,2020-04-10,Negative
Elegí (feat. Dímelo Flow),Rauw Alejandro,18,Argentina,2020-04-03,2020-04-10,Negative
Amarillo,J Balvin,19,Argentina,2020-04-03,2020-04-10,Negative
High,Maria Becerra,20,Argentina,2020-04-03,2020-04-10,Negative
