song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2019-12-27,2020-01-03,Negative
Fantasias,Rauw Alejandro,2,Colombia,2019-12-27,2020-01-03,Negative
Sigues Con El,Dímelo Flow,3,Colombia,2019-12-27,2020-01-03,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,4,Colombia,2019-12-27,2020-01-03,Positive
Blanco,J Balvin,5,Colombia,2019-12-27,2020-01-03,Negative
Dance Monkey,Tones And I,6,Colombia,2019-12-27,2020-01-03,Neutral
LA CANCIÓN,J Balvin,7,Colombia,2019-12-27,2020-01-03,Negative
China,Anuel AA,8,Colombia,2019-12-27,2020-01-03,Negative
Vete,Bad Bunny,9,Colombia,2019-12-27,2020-01-03,Negative
Hola - Remix,Dalex,10,Colombia,2019-12-27,2020-01-03,Negative
Loco,Beéle,11,Colombia,2019-12-27,2020-01-03,Positive
Adicto (with Anuel AA &amp; Ozuna),Tainy,12,Colombia,2019-12-27,2020-01-03,could not determine analysis
Callaita,Bad Bunny,13,Colombia,2019-12-27,2020-01-03,Negative
No Me Conoce - Remix,Jhay Cortez,14,Colombia,2019-12-27,2020-01-03,Negative
Quizas,Rich Music LTD,15,Colombia,2019-12-27,2020-01-03,Positive
Alguien Me Gusta,Andy Rivera,16,Colombia,2019-12-27,2020-01-03,Negative
Indeciso,Reik,17,Colombia,2019-12-27,2020-01-03,Negative
Whine Up,Nicky Jam,18,Colombia,2019-12-27,2020-01-03,Negative
Si Te Vas,Sech,19,Colombia,2019-12-27,2020-01-03,Positive
QUE PRETENDES,J Balvin,20,Colombia,2019-12-27,2020-01-03,could not determine analysis
