song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2020-03-13,2020-03-20,Negative
La Difícil,Bad Bunny,2,Spain,2020-03-13,2020-03-20,Negative
Tattoo,Rauw Alejandro,3,Spain,2020-03-13,2020-03-20,Negative
Rojo,J Balvin,4,Spain,2020-03-13,2020-03-20,Neutral
Diosa,Myke Towers,5,Spain,2020-03-13,2020-03-20,could not determine analysis
Ignorantes,Bad Bunny,6,Spain,2020-03-13,2020-03-20,Negative
Morado,J Balvin,7,Spain,2020-03-13,2020-03-20,Negative
Keii,Anuel AA,8,Spain,2020-03-13,2020-03-20,Positive
Safaera,Bad Bunny,9,Spain,2020-03-13,2020-03-20,Negative
Medusa,Jhay Cortez,10,Spain,2020-03-13,2020-03-20,Negative
Se iluminaba,Fred De Palma,11,Spain,2020-03-13,2020-03-20,Negative
Si Veo a Tu Mamá,Bad Bunny,12,Spain,2020-03-13,2020-03-20,Negative
La Santa,Bad Bunny,13,Spain,2020-03-13,2020-03-20,Negative
Me Gusta,Shakira,14,Spain,2020-03-13,2020-03-20,Negative
Fantasias - Remix,Rauw Alejandro,15,Spain,2020-03-13,2020-03-20,Negative
Pegamos Tela,Lérica,16,Spain,2020-03-13,2020-03-20,Negative
Dance Monkey,Tones And I,17,Spain,2020-03-13,2020-03-20,Neutral
Prendio (Remix),Rvfv,18,Spain,2020-03-13,2020-03-20,could not determine analysis
Alocao (With Bad Gyal),Omar Montes,19,Spain,2020-03-13,2020-03-20,Positive
Muévelo,Nicky Jam,20,Spain,2020-03-13,2020-03-20,Positive
