song_name,song_artist,track number,country,start date,end date,Analysis
Roller,Apache 207,1,Germany,2020-01-03,2020-01-10,Negative
Blinding Lights,The Weeknd,2,Germany,2020-01-03,2020-01-10,Negative
Dance Monkey,Tones And I,3,Germany,2020-01-03,2020-01-10,Neutral
Vor der Tür,Gzuz,4,Germany,2020-01-03,2020-01-10,Negative
Skifahren (feat. Joshi Mizu),The Cratez,5,Germany,2020-01-03,2020-01-10,Negative
KEIN SCHLAF,Nimo,6,Germany,2020-01-03,2020-01-10,Negative
Alien,RIN,7,Germany,2020-01-03,2020-01-10,Negative
Falling,Trevor Daniel,8,Germany,2020-01-03,2020-01-10,Positive
Maschine,RAF Camora,9,Germany,2020-01-03,2020-01-10,could not determine analysis
200 km/h,Apache 207,10,Germany,2020-01-03,2020-01-10,Negative
Wieso tust Du dir das an?,Apache 207,11,Germany,2020-01-03,2020-01-10,Positive
COLT,Samra,12,Germany,2020-01-03,2020-01-10,Negative
Keine Liebe,RIN,13,Germany,2020-01-03,2020-01-10,Negative
Ayy Macarena,Tyga,14,Germany,2020-01-03,2020-01-10,Negative
110,Capital Bra,15,Germany,2020-01-03,2020-01-10,Negative
Nur zur Info,Ufo361,16,Germany,2020-01-03,2020-01-10,Negative
Ride It,Regard,17,Germany,2020-01-03,2020-01-10,Negative
Mit Dir,Loredana,18,Germany,2020-01-03,2020-01-10,Negative
ROXANNE,Arizona Zervas,19,Germany,2020-01-03,2020-01-10,Positive
Yummy,Justin Bieber,20,Germany,2020-01-03,2020-01-10,Positive
