song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-01-03,2020-01-10,Negative
Hola - Remix,Dalex,2,Argentina,2020-01-03,2020-01-10,Negative
Dance Monkey,Tones And I,3,Argentina,2020-01-03,2020-01-10,Neutral
RITMO (Bad Boys For Life),Black Eyed Peas,4,Argentina,2020-01-03,2020-01-10,Positive
Fantasias,Rauw Alejandro,5,Argentina,2020-01-03,2020-01-10,Negative
Que Tire Pa Lante,Daddy Yankee,6,Argentina,2020-01-03,2020-01-10,Negative
Bellaquita - Remix,Dalex,7,Argentina,2020-01-03,2020-01-10,Negative
China,Anuel AA,8,Argentina,2020-01-03,2020-01-10,Negative
Vete,Bad Bunny,9,Argentina,2020-01-03,2020-01-10,Negative
Perreo en La Luna,Rich Music LTD,10,Argentina,2020-01-03,2020-01-10,Negative
Fresa,TINI,11,Argentina,2020-01-03,2020-01-10,Negative
Sigues Con El,Dímelo Flow,12,Argentina,2020-01-03,2020-01-10,Negative
C90 (Remix),John C,13,Argentina,2020-01-03,2020-01-10,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,14,Argentina,2020-01-03,2020-01-10,could not determine analysis
Ya No Mas,Fer Palacio,15,Argentina,2020-01-03,2020-01-10,Negative
Whine Up,Nicky Jam,16,Argentina,2020-01-03,2020-01-10,Negative
Quizas,Rich Music LTD,17,Argentina,2020-01-03,2020-01-10,Positive
Tutu,Camilo,18,Argentina,2020-01-03,2020-01-10,Negative
Goteo,Duki,19,Argentina,2020-01-03,2020-01-10,could not determine analysis
Si Te Vas,Sech,20,Argentina,2020-01-03,2020-01-10,Positive
