song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-02-07,2020-02-14,Negative
Hola - Remix,Dalex,2,Argentina,2020-02-07,2020-02-14,Negative
Dance Monkey,Tones And I,3,Argentina,2020-02-07,2020-02-14,Neutral
Sigues Con El,Dímelo Flow,4,Argentina,2020-02-07,2020-02-14,Negative
Fantasias,Rauw Alejandro,5,Argentina,2020-02-07,2020-02-14,Negative
Muévelo,Nicky Jam,6,Argentina,2020-02-07,2020-02-14,Positive
Vete,Bad Bunny,7,Argentina,2020-02-07,2020-02-14,Negative
Bellaquita - Remix,Dalex,8,Argentina,2020-02-07,2020-02-14,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,9,Argentina,2020-02-07,2020-02-14,Positive
Ya No Mas,Fer Palacio,10,Argentina,2020-02-07,2020-02-14,Negative
Morado,J Balvin,11,Argentina,2020-02-07,2020-02-14,Negative
Recuerdo,TINI,12,Argentina,2020-02-07,2020-02-14,Negative
Perreo en La Luna,Rich Music LTD,13,Argentina,2020-02-07,2020-02-14,Negative
Que Tire Pa Lante,Daddy Yankee,14,Argentina,2020-02-07,2020-02-14,Negative
China,Anuel AA,15,Argentina,2020-02-07,2020-02-14,could not determine analysis
Fresa,TINI,16,Argentina,2020-02-07,2020-02-14,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,17,Argentina,2020-02-07,2020-02-14,could not determine analysis
Me Gusta,Shakira,18,Argentina,2020-02-07,2020-02-14,Negative
Don't Start Now,Dua Lipa,19,Argentina,2020-02-07,2020-02-14,Negative
Blanco,J Balvin,20,Argentina,2020-02-07,2020-02-14,Negative
