song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2020-01-10,2020-01-17,Negative
Sigues Con El,Dímelo Flow,2,Colombia,2020-01-10,2020-01-17,Negative
Morado,J Balvin,3,Colombia,2020-01-10,2020-01-17,Negative
Dance Monkey,Tones And I,4,Colombia,2020-01-10,2020-01-17,Neutral
Fantasias,Rauw Alejandro,5,Colombia,2020-01-10,2020-01-17,Negative
Hola - Remix,Dalex,6,Colombia,2020-01-10,2020-01-17,Negative
Blanco,J Balvin,7,Colombia,2020-01-10,2020-01-17,Negative
Vete,Bad Bunny,8,Colombia,2020-01-10,2020-01-17,could not determine analysis
RITMO (Bad Boys For Life),Black Eyed Peas,9,Colombia,2020-01-10,2020-01-17,Positive
LA CANCIÓN,J Balvin,10,Colombia,2020-01-10,2020-01-17,Negative
China,Anuel AA,11,Colombia,2020-01-10,2020-01-17,Negative
Quizas,Rich Music LTD,12,Colombia,2020-01-10,2020-01-17,Positive
Adicto (with Anuel AA &amp; Ozuna),Tainy,13,Colombia,2020-01-10,2020-01-17,could not determine analysis
Loco,Beéle,14,Colombia,2020-01-10,2020-01-17,Positive
No Me Conoce - Remix,Jhay Cortez,15,Colombia,2020-01-10,2020-01-17,Negative
Callaita,Bad Bunny,16,Colombia,2020-01-10,2020-01-17,Negative
Whine Up,Nicky Jam,17,Colombia,2020-01-10,2020-01-17,Negative
Infeliz,Arcangel,18,Colombia,2020-01-10,2020-01-17,Negative
Si Te Vas,Sech,19,Colombia,2020-01-10,2020-01-17,Positive
Indeciso,Reik,20,Colombia,2020-01-10,2020-01-17,Negative
