song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2019-12-13,2019-12-20,Negative
Fantasias,Rauw Alejandro,2,Colombia,2019-12-13,2019-12-20,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,3,Colombia,2019-12-13,2019-12-20,Positive
Blanco,J Balvin,4,Colombia,2019-12-13,2019-12-20,Negative
LA CANCIÓN,J Balvin,5,Colombia,2019-12-13,2019-12-20,Negative
China,Anuel AA,6,Colombia,2019-12-13,2019-12-20,Negative
Vete,Bad Bunny,7,Colombia,2019-12-13,2019-12-20,Negative
Quizas,Rich Music LTD,8,Colombia,2019-12-13,2019-12-20,Positive
Loco,Beéle,9,Colombia,2019-12-13,2019-12-20,Positive
No Me Conoce - Remix,Jhay Cortez,10,Colombia,2019-12-13,2019-12-20,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,11,Colombia,2019-12-13,2019-12-20,could not determine analysis
Hola - Remix,Dalex,12,Colombia,2019-12-13,2019-12-20,Negative
Callaita,Bad Bunny,13,Colombia,2019-12-13,2019-12-20,Negative
Dance Monkey,Tones And I,14,Colombia,2019-12-13,2019-12-20,Neutral
Sigues Con El,Dímelo Flow,15,Colombia,2019-12-13,2019-12-20,Negative
Indeciso,Reik,16,Colombia,2019-12-13,2019-12-20,Negative
Si Te Vas,Sech,17,Colombia,2019-12-13,2019-12-20,Positive
QUE PRETENDES,J Balvin,18,Colombia,2019-12-13,2019-12-20,Negative
Enamórate De Alguien Más,Morat,19,Colombia,2019-12-13,2019-12-20,Negative
Tutu,Camilo,20,Colombia,2019-12-13,2019-12-20,Negative
