song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2020-01-10,2020-01-17,Negative
Alocao (With Bad Gyal),Omar Montes,2,Spain,2020-01-10,2020-01-17,Positive
Dance Monkey,Tones And I,3,Spain,2020-01-10,2020-01-17,Neutral
+,Aitana,4,Spain,2020-01-10,2020-01-17,Negative
Indeciso,Reik,5,Spain,2020-01-10,2020-01-17,Negative
Zorra,Bad Gyal,6,Spain,2020-01-10,2020-01-17,Negative
Blanco,J Balvin,7,Spain,2020-01-10,2020-01-17,Negative
Vete,Bad Bunny,8,Spain,2020-01-10,2020-01-17,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,9,Spain,2020-01-10,2020-01-17,Positive
Hola - Remix,Dalex,10,Spain,2020-01-10,2020-01-17,Negative
Whine Up,Nicky Jam,11,Spain,2020-01-10,2020-01-17,Negative
China,Anuel AA,12,Spain,2020-01-10,2020-01-17,Negative
Si por mi fuera,Beret,13,Spain,2020-01-10,2020-01-17,Negative
Se iluminaba,Fred De Palma,14,Spain,2020-01-10,2020-01-17,Negative
Morado,J Balvin,15,Spain,2020-01-10,2020-01-17,Negative
Aventura,Lunay,16,Spain,2020-01-10,2020-01-17,Negative
Sigues Con El,Dímelo Flow,17,Spain,2020-01-10,2020-01-17,Negative
Easy - Remix,Jhay Cortez,18,Spain,2020-01-10,2020-01-17,Positive
Fantasias,Rauw Alejandro,19,Spain,2020-01-10,2020-01-17,Negative
Muévelo,Nicky Jam,20,Spain,2020-01-10,2020-01-17,Positive
