song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2019-11-29,2019-12-06,Negative
Fantasias,Rauw Alejandro,2,Colombia,2019-11-29,2019-12-06,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,3,Colombia,2019-11-29,2019-12-06,Positive
Vete,Bad Bunny,4,Colombia,2019-11-29,2019-12-06,Negative
Blanco,J Balvin,5,Colombia,2019-11-29,2019-12-06,Negative
LA CANCIÓN,J Balvin,6,Colombia,2019-11-29,2019-12-06,Negative
China,Anuel AA,7,Colombia,2019-11-29,2019-12-06,Negative
Loco,Beéle,8,Colombia,2019-11-29,2019-12-06,Positive
Adicto (with Anuel AA &amp; Ozuna),Tainy,9,Colombia,2019-11-29,2019-12-06,could not determine analysis
Quizas,Rich Music LTD,10,Colombia,2019-11-29,2019-12-06,Positive
No Me Conoce - Remix,Jhay Cortez,11,Colombia,2019-11-29,2019-12-06,Negative
Callaita,Bad Bunny,12,Colombia,2019-11-29,2019-12-06,Negative
Indeciso,Reik,13,Colombia,2019-11-29,2019-12-06,Negative
Si Te Vas,Sech,14,Colombia,2019-11-29,2019-12-06,Positive
Hola - Remix,Dalex,15,Colombia,2019-11-29,2019-12-06,Negative
QUE PRETENDES,J Balvin,16,Colombia,2019-11-29,2019-12-06,Negative
Qué Pena,Maluma,17,Colombia,2019-11-29,2019-12-06,Negative
Que Tire Pa Lante,Daddy Yankee,18,Colombia,2019-11-29,2019-12-06,Negative
Whine Up,Nicky Jam,19,Colombia,2019-11-29,2019-12-06,Negative
Tutu,Camilo,20,Colombia,2019-11-29,2019-12-06,Negative
