song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2019-12-06,2019-12-13,Negative
Fantasias,Rauw Alejandro,2,Colombia,2019-12-06,2019-12-13,could not determine analysis
RITMO (Bad Boys For Life),Black Eyed Peas,3,Colombia,2019-12-06,2019-12-13,Positive
LA CANCIÓN,J Balvin,4,Colombia,2019-12-06,2019-12-13,Negative
China,Anuel AA,5,Colombia,2019-12-06,2019-12-13,Negative
Blanco,J Balvin,6,Colombia,2019-12-06,2019-12-13,Negative
Vete,Bad Bunny,7,Colombia,2019-12-06,2019-12-13,Negative
Loco,Beéle,8,Colombia,2019-12-06,2019-12-13,Positive
No Me Conoce - Remix,Jhay Cortez,9,Colombia,2019-12-06,2019-12-13,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,10,Colombia,2019-12-06,2019-12-13,could not determine analysis
Callaita,Bad Bunny,11,Colombia,2019-12-06,2019-12-13,Negative
Quizas,Rich Music LTD,12,Colombia,2019-12-06,2019-12-13,Positive
Hola - Remix,Dalex,13,Colombia,2019-12-06,2019-12-13,Negative
Indeciso,Reik,14,Colombia,2019-12-06,2019-12-13,Negative
QUE PRETENDES,J Balvin,15,Colombia,2019-12-06,2019-12-13,Negative
Si Te Vas,Sech,16,Colombia,2019-12-06,2019-12-13,Positive
Tutu,Camilo,17,Colombia,2019-12-06,2019-12-13,Negative
Whine Up,Nicky Jam,18,Colombia,2019-12-06,2019-12-13,Negative
Qué Pena,Maluma,19,Colombia,2019-12-06,2019-12-13,Negative
Que Tire Pa Lante,Daddy Yankee,20,Colombia,2019-12-06,2019-12-13,Negative
