song_name,song_artist,track number,country,start date,end date,Analysis
All I Want for Christmas Is You,Mariah Carey,1,Germany,2019-12-20,2019-12-27,Positive
Last Christmas,Wham!,2,Germany,2019-12-20,2019-12-27,Positive
Roller,Apache 207,3,Germany,2019-12-20,2019-12-27,Negative
Driving Home for Christmas - 2019 Remaster,Chris Rea,4,Germany,2019-12-20,2019-12-27,Negative
Merry Christmas Everyone,Shakin' Stevens,5,Germany,2019-12-20,2019-12-27,Positive
Dance Monkey,Tones And I,6,Germany,2019-12-20,2019-12-27,Neutral
Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,7,Germany,2019-12-20,2019-12-27,could not determine analysis
Mit Dir,Loredana,8,Germany,2019-12-20,2019-12-27,Negative
Happy Xmas (War Is Over) - Remastered,John Lennon,9,Germany,2019-12-20,2019-12-27,could not determine analysis
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,10,Germany,2019-12-20,2019-12-27,Positive
KEIN SCHLAF,Nimo,11,Germany,2019-12-20,2019-12-27,could not determine analysis
Nur zur Info,Ufo361,12,Germany,2019-12-20,2019-12-27,Negative
Santa Tell Me,Ariana Grande,13,Germany,2019-12-20,2019-12-27,Positive
Thank God It's Christmas - Non-Album Single,Queen,14,Germany,2019-12-20,2019-12-27,could not determine analysis
It's Beginning to Look a Lot like Christmas,Michael Bublé,15,Germany,2019-12-20,2019-12-27,Positive
COLT,Samra,16,Germany,2019-12-20,2019-12-27,could not determine analysis
Skifahren (feat. Joshi Mizu),The Cratez,17,Germany,2019-12-20,2019-12-27,Negative
Christmas Time,Bryan Adams,18,Germany,2019-12-20,2019-12-27,Positive
Feliz Navidad,José Feliciano,19,Germany,2019-12-20,2019-12-27,Positive
200 km/h,Apache 207,20,Germany,2019-12-20,2019-12-27,Negative
