song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-01-17,2020-01-24,Negative
Hola - Remix,Dalex,2,Argentina,2020-01-17,2020-01-24,Negative
Dance Monkey,Tones And I,3,Argentina,2020-01-17,2020-01-24,Neutral
Fantasias,Rauw Alejandro,4,Argentina,2020-01-17,2020-01-24,Negative
Sigues Con El,Dímelo Flow,5,Argentina,2020-01-17,2020-01-24,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,6,Argentina,2020-01-17,2020-01-24,Positive
Vete,Bad Bunny,7,Argentina,2020-01-17,2020-01-24,Negative
Bellaquita - Remix,Dalex,8,Argentina,2020-01-17,2020-01-24,Negative
Que Tire Pa Lante,Daddy Yankee,9,Argentina,2020-01-17,2020-01-24,Negative
Perreo en La Luna,Rich Music LTD,10,Argentina,2020-01-17,2020-01-24,Negative
China,Anuel AA,11,Argentina,2020-01-17,2020-01-24,Negative
Muévelo,Nicky Jam,12,Argentina,2020-01-17,2020-01-24,Positive
Ya No Mas,Fer Palacio,13,Argentina,2020-01-17,2020-01-24,Negative
Fresa,TINI,14,Argentina,2020-01-17,2020-01-24,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,15,Argentina,2020-01-17,2020-01-24,could not determine analysis
Recuerdo,TINI,16,Argentina,2020-01-17,2020-01-24,Negative
Whine Up,Nicky Jam,17,Argentina,2020-01-17,2020-01-24,Negative
Blanco,J Balvin,18,Argentina,2020-01-17,2020-01-24,Negative
Quizas,Rich Music LTD,19,Argentina,2020-01-17,2020-01-24,Positive
C90 (Remix),John C,20,Argentina,2020-01-17,2020-01-24,Negative
