song_name,song_artist,track number,country,start date,end date,Analysis
Baby,Joker Bra,1,Germany,2020-01-31,2020-02-07,Negative
Mon Ami,Samra,2,Germany,2020-01-31,2020-02-07,could not determine analysis
Kein Wort,Juju,3,Germany,2020-01-31,2020-02-07,Positive
Blinding Lights,The Weeknd,4,Germany,2020-01-31,2020-02-07,Negative
Donuts,Gzuz,5,Germany,2020-01-31,2020-02-07,Negative
Zu Ende,Samra,6,Germany,2020-01-31,2020-02-07,Negative
Roller,Apache 207,7,Germany,2020-01-31,2020-02-07,Negative
Dance Monkey,Tones And I,8,Germany,2020-01-31,2020-02-07,Neutral
Kommunikation,Eno,9,Germany,2020-01-31,2020-02-07,Negative
554,Shindy,10,Germany,2020-01-31,2020-02-07,Negative
The Box,Roddy Ricch,11,Germany,2020-01-31,2020-02-07,Negative
Breaking Me,Topic,12,Germany,2020-01-31,2020-02-07,Positive
Godzilla (feat. Juice WRLD),Eminem,13,Germany,2020-01-31,2020-02-07,Neutral
Falling,Trevor Daniel,14,Germany,2020-01-31,2020-02-07,Positive
What If I Told You That I Love You,Ali Gatie,15,Germany,2020-01-31,2020-02-07,Positive
6AM.........,Dardan,16,Germany,2020-01-31,2020-02-07,Negative
Skifahren (feat. Joshi Mizu),The Cratez,17,Germany,2020-01-31,2020-02-07,Negative
Alien,RIN,18,Germany,2020-01-31,2020-02-07,Negative
Roses - Imanbek Remix,SAINt JHN,19,Germany,2020-01-31,2020-02-07,Negative
Ich hol dich ab,Jamule,20,Germany,2020-01-31,2020-02-07,Negative
