song_name,song_artist,track number,country,start date,end date,Analysis
H &lt;3 T E L,Dardan,1,Germany,2020-03-20,2020-03-27,could not determine analysis
Blinding Lights,The Weeknd,2,Germany,2020-03-20,2020-03-27,Negative
Berlin,Samra,3,Germany,2020-03-20,2020-03-27,Negative
Roses - Imanbek Remix,SAINt JHN,4,Germany,2020-03-20,2020-03-27,Negative
Breaking Me,Topic,5,Germany,2020-03-20,2020-03-27,Positive
Hayati,Soolking,6,Germany,2020-03-20,2020-03-27,Negative
Angst,Loredana,7,Germany,2020-03-20,2020-03-27,Negative
"Bad Girls, Good Vibes",Ufo361,8,Germany,2020-03-20,2020-03-27,Positive
LOST,Fler,9,Germany,2020-03-20,2020-03-27,Negative
Roller,Apache 207,10,Germany,2020-03-20,2020-03-27,Negative
Dance Monkey,Tones And I,11,Germany,2020-03-20,2020-03-27,Neutral
The Box,Roddy Ricch,12,Germany,2020-03-20,2020-03-27,Negative
In Your Eyes (feat. Alida),Robin Schulz,13,Germany,2020-03-20,2020-03-27,Negative
Baby,Joker Bra,14,Germany,2020-03-20,2020-03-27,Negative
Sip,Luciano,15,Germany,2020-03-20,2020-03-27,Negative
Matrix,Apache 207,16,Germany,2020-03-20,2020-03-27,Negative
Kein Wort,Juju,17,Germany,2020-03-20,2020-03-27,could not determine analysis
death bed (coffee for your head) (feat. beabadoobee),Powfu,18,Germany,2020-03-20,2020-03-27,Positive
D A YYY T O N A,Dardan,19,Germany,2020-03-20,2020-03-27,Negative
Hotbox,LX,20,Germany,2020-03-20,2020-03-27,Negative
