song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2020-01-24,2020-01-31,Negative
Morado,J Balvin,2,Spain,2020-01-24,2020-01-31,Negative
Me Gusta,Shakira,3,Spain,2020-01-24,2020-01-31,Negative
Alocao (With Bad Gyal),Omar Montes,4,Spain,2020-01-24,2020-01-31,Positive
Dance Monkey,Tones And I,5,Spain,2020-01-24,2020-01-31,Neutral
+,Aitana,6,Spain,2020-01-24,2020-01-31,Negative
Hola - Remix,Dalex,7,Spain,2020-01-24,2020-01-31,Negative
Blanco,J Balvin,8,Spain,2020-01-24,2020-01-31,Negative
Se iluminaba,Fred De Palma,9,Spain,2020-01-24,2020-01-31,Negative
Indeciso,Reik,10,Spain,2020-01-24,2020-01-31,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,11,Spain,2020-01-24,2020-01-31,Positive
Zorra,Bad Gyal,12,Spain,2020-01-24,2020-01-31,Negative
Vete,Bad Bunny,13,Spain,2020-01-24,2020-01-31,Negative
Prendio (Remix),Rvfv,14,Spain,2020-01-24,2020-01-31,could not determine analysis
Muévelo,Nicky Jam,15,Spain,2020-01-24,2020-01-31,Positive
Whine Up,Nicky Jam,16,Spain,2020-01-24,2020-01-31,Negative
Juro Que,ROSALÍA,17,Spain,2020-01-24,2020-01-31,Negative
China,Anuel AA,18,Spain,2020-01-24,2020-01-31,Negative
Sigues Con El,Dímelo Flow,19,Spain,2020-01-24,2020-01-31,could not determine analysis
Easy - Remix,Jhay Cortez,20,Spain,2020-01-24,2020-01-31,Positive
