song_name,song_artist,track number,country,start date,end date,Analysis
"Bad Girls, Good Vibes",Ufo361,1,Germany,2020-03-13,2020-03-20,Positive
Berlin,Samra,2,Germany,2020-03-13,2020-03-20,Negative
Angst,Loredana,3,Germany,2020-03-13,2020-03-20,Negative
LOST,Fler,4,Germany,2020-03-13,2020-03-20,Negative
Blinding Lights,The Weeknd,5,Germany,2020-03-13,2020-03-20,Negative
Sip,Luciano,6,Germany,2020-03-13,2020-03-20,Negative
Matrix,Apache 207,7,Germany,2020-03-13,2020-03-20,Negative
Roller,Apache 207,8,Germany,2020-03-13,2020-03-20,Negative
Breaking Me,Topic,9,Germany,2020-03-13,2020-03-20,Positive
D A YYY T O N A,Dardan,10,Germany,2020-03-13,2020-03-20,Negative
Baby,Joker Bra,11,Germany,2020-03-13,2020-03-20,Negative
The Box,Roddy Ricch,12,Germany,2020-03-13,2020-03-20,could not determine analysis
Roses - Imanbek Remix,SAINt JHN,13,Germany,2020-03-13,2020-03-20,Negative
6 Uhr,Samra,14,Germany,2020-03-13,2020-03-20,Negative
Dance Monkey,Tones And I,15,Germany,2020-03-13,2020-03-20,Neutral
100k Cash,Capital Bra,16,Germany,2020-03-13,2020-03-20,Positive
In Your Eyes (feat. Alida),Robin Schulz,17,Germany,2020-03-13,2020-03-20,Negative
Kein Wort,Juju,18,Germany,2020-03-13,2020-03-20,Positive
Bolon,Haftbefehl,19,Germany,2020-03-13,2020-03-20,Negative
U23,Mert,20,Germany,2020-03-13,2020-03-20,Negative
