song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-02-14,2020-02-21,Negative
Hola - Remix,Dalex,2,Argentina,2020-02-14,2020-02-21,Negative
Dance Monkey,Tones And I,3,Argentina,2020-02-14,2020-02-21,could not determine analysis
Sigues Con El,Dímelo Flow,4,Argentina,2020-02-14,2020-02-21,Negative
Fantasias,Rauw Alejandro,5,Argentina,2020-02-14,2020-02-21,Negative
Muévelo,Nicky Jam,6,Argentina,2020-02-14,2020-02-21,Positive
Bellaquita - Remix,Dalex,7,Argentina,2020-02-14,2020-02-21,Negative
Recuerdo,TINI,8,Argentina,2020-02-14,2020-02-21,Negative
Vete,Bad Bunny,9,Argentina,2020-02-14,2020-02-21,Negative
Par-Tusa,El Dipy,10,Argentina,2020-02-14,2020-02-21,Negative
Morado,J Balvin,11,Argentina,2020-02-14,2020-02-21,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,12,Argentina,2020-02-14,2020-02-21,Positive
Ya No Mas,Fer Palacio,13,Argentina,2020-02-14,2020-02-21,Negative
Perreo en La Luna,Rich Music LTD,14,Argentina,2020-02-14,2020-02-21,Negative
Que Tire Pa Lante,Daddy Yankee,15,Argentina,2020-02-14,2020-02-21,Negative
Keii,Anuel AA,16,Argentina,2020-02-14,2020-02-21,Positive
China,Anuel AA,17,Argentina,2020-02-14,2020-02-21,Negative
Fresa,TINI,18,Argentina,2020-02-14,2020-02-21,Negative
Ignorantes,Bad Bunny,19,Argentina,2020-02-14,2020-02-21,Negative
Flasheaste Amor,Agapornis,20,Argentina,2020-02-14,2020-02-21,Positive
