song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2019-12-13,2019-12-20,Negative
Zorra,Bad Gyal,2,Spain,2019-12-13,2019-12-20,Negative
Alocao (With Bad Gyal),Omar Montes,3,Spain,2019-12-13,2019-12-20,Positive
Vete,Bad Bunny,4,Spain,2019-12-13,2019-12-20,Negative
Dance Monkey,Tones And I,5,Spain,2019-12-13,2019-12-20,Neutral
Indeciso,Reik,6,Spain,2019-12-13,2019-12-20,Negative
Whine Up,Nicky Jam,7,Spain,2019-12-13,2019-12-20,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,8,Spain,2019-12-13,2019-12-20,Positive
China,Anuel AA,9,Spain,2019-12-13,2019-12-20,Negative
Si por mi fuera,Beret,10,Spain,2019-12-13,2019-12-20,Negative
Aventura,Lunay,11,Spain,2019-12-13,2019-12-20,Negative
Fantasias,Rauw Alejandro,12,Spain,2019-12-13,2019-12-20,Negative
Easy - Remix,Jhay Cortez,13,Spain,2019-12-13,2019-12-20,Positive
Hola - Remix,Dalex,14,Spain,2019-12-13,2019-12-20,Negative
Blanco,J Balvin,15,Spain,2019-12-13,2019-12-20,Negative
Rueda,Chimbala,16,Spain,2019-12-13,2019-12-20,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,17,Spain,2019-12-13,2019-12-20,could not determine analysis
"Yo x Ti, Tu x Mi",ROSALÍA,18,Spain,2019-12-13,2019-12-20,could not determine analysis
Hasta Que Salga el Sol,Ozuna,19,Spain,2019-12-13,2019-12-20,Negative
Te Quemaste,Manuel Turizo,20,Spain,2019-12-13,2019-12-20,Negative
