song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2020-01-31,2020-02-07,Negative
Sigues Con El,Dímelo Flow,2,Colombia,2020-01-31,2020-02-07,Negative
Dance Monkey,Tones And I,3,Colombia,2020-01-31,2020-02-07,Neutral
Morado,J Balvin,4,Colombia,2020-01-31,2020-02-07,Negative
Hola - Remix,Dalex,5,Colombia,2020-01-31,2020-02-07,Negative
Fantasias,Rauw Alejandro,6,Colombia,2020-01-31,2020-02-07,Negative
Vete,Bad Bunny,7,Colombia,2020-01-31,2020-02-07,Negative
Blanco,J Balvin,8,Colombia,2020-01-31,2020-02-07,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,9,Colombia,2020-01-31,2020-02-07,Positive
Girl,Myke Towers,10,Colombia,2020-01-31,2020-02-07,Negative
LA CANCIÓN,J Balvin,11,Colombia,2020-01-31,2020-02-07,Negative
Quizas,Rich Music LTD,12,Colombia,2020-01-31,2020-02-07,Positive
China,Anuel AA,13,Colombia,2020-01-31,2020-02-07,Negative
No Me Conoce - Remix,Jhay Cortez,14,Colombia,2020-01-31,2020-02-07,Negative
Bellaquita - Remix,Dalex,15,Colombia,2020-01-31,2020-02-07,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,16,Colombia,2020-01-31,2020-02-07,could not determine analysis
Me Gusta,Shakira,17,Colombia,2020-01-31,2020-02-07,Negative
Loco,Beéle,18,Colombia,2020-01-31,2020-02-07,Positive
Callaita,Bad Bunny,19,Colombia,2020-01-31,2020-02-07,Negative
Infeliz,Arcangel,20,Colombia,2020-01-31,2020-02-07,Negative
