song_name,song_artist,track number,country,start date,end date,Analysis
Kein Wort,Juju,1,Germany,2020-01-17,2020-01-24,Positive
Big Drip,Ufo361,2,Germany,2020-01-17,2020-01-24,Negative
Roller,Apache 207,3,Germany,2020-01-17,2020-01-24,Negative
Blinding Lights,The Weeknd,4,Germany,2020-01-17,2020-01-24,Negative
6AM.........,Dardan,5,Germany,2020-01-17,2020-01-24,Negative
Ich hol dich ab,Jamule,6,Germany,2020-01-17,2020-01-24,Negative
Dance Monkey,Tones And I,7,Germany,2020-01-17,2020-01-24,Neutral
Godzilla (feat. Juice WRLD),Eminem,8,Germany,2020-01-17,2020-01-24,Neutral
Skifahren (feat. Joshi Mizu),The Cratez,9,Germany,2020-01-17,2020-01-24,Negative
Alien,RIN,10,Germany,2020-01-17,2020-01-24,Negative
The Box,Roddy Ricch,11,Germany,2020-01-17,2020-01-24,Negative
Life Is Good (feat. Drake),Future,12,Germany,2020-01-17,2020-01-24,Positive
KEIN SCHLAF,Nimo,13,Germany,2020-01-17,2020-01-24,Negative
Benzo,Elias,14,Germany,2020-01-17,2020-01-24,Negative
Falling,Trevor Daniel,15,Germany,2020-01-17,2020-01-24,Positive
200 km/h,Apache 207,16,Germany,2020-01-17,2020-01-24,Negative
Vor der Tür,Gzuz,17,Germany,2020-01-17,2020-01-24,Negative
Breaking Me,Topic,18,Germany,2020-01-17,2020-01-24,Positive
Maschine,RAF Camora,19,Germany,2020-01-17,2020-01-24,Negative
Wieso tust Du dir das an?,Apache 207,20,Germany,2020-01-17,2020-01-24,Positive
