song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2020-02-14,2020-02-21,Negative
Keii,Anuel AA,2,Spain,2020-02-14,2020-02-21,Positive
Diosa,Myke Towers,3,Spain,2020-02-14,2020-02-21,Negative
Morado,J Balvin,4,Spain,2020-02-14,2020-02-21,Negative
Ignorantes,Bad Bunny,5,Spain,2020-02-14,2020-02-21,Negative
Medusa,Jhay Cortez,6,Spain,2020-02-14,2020-02-21,Negative
Me Gusta,Shakira,7,Spain,2020-02-14,2020-02-21,Negative
Se iluminaba,Fred De Palma,8,Spain,2020-02-14,2020-02-21,Negative
Dance Monkey,Tones And I,9,Spain,2020-02-14,2020-02-21,Neutral
Alocao (With Bad Gyal),Omar Montes,10,Spain,2020-02-14,2020-02-21,Positive
+,Aitana,11,Spain,2020-02-14,2020-02-21,Negative
Hola - Remix,Dalex,12,Spain,2020-02-14,2020-02-21,could not determine analysis
Muévelo,Nicky Jam,13,Spain,2020-02-14,2020-02-21,Positive
Indeciso,Reik,14,Spain,2020-02-14,2020-02-21,Negative
Prendio (Remix),Rvfv,15,Spain,2020-02-14,2020-02-21,could not determine analysis
Sigues Con El,Dímelo Flow,16,Spain,2020-02-14,2020-02-21,Negative
Blanco,J Balvin,17,Spain,2020-02-14,2020-02-21,Negative
Vete,Bad Bunny,18,Spain,2020-02-14,2020-02-21,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,19,Spain,2020-02-14,2020-02-21,Positive
Whine Up,Nicky Jam,20,Spain,2020-02-14,2020-02-21,Negative
