song_name,song_artist,track number,country,start date,end date,Analysis
Rojo,J Balvin,1,Colombia,2020-02-28,2020-03-06,Neutral
Ignorantes,Bad Bunny,2,Colombia,2020-02-28,2020-03-06,Negative
René,Residente,3,Colombia,2020-02-28,2020-03-06,Negative
La Difícil,Bad Bunny,4,Colombia,2020-02-28,2020-03-06,Negative
Si Veo a Tu Mamá,Bad Bunny,5,Colombia,2020-02-28,2020-03-06,Negative
Morado,J Balvin,6,Colombia,2020-02-28,2020-03-06,Negative
Tusa,KAROL G,7,Colombia,2020-02-28,2020-03-06,Negative
Sigues Con El,Dímelo Flow,8,Colombia,2020-02-28,2020-03-06,Negative
Vete,Bad Bunny,9,Colombia,2020-02-28,2020-03-06,Negative
La Santa,Bad Bunny,10,Colombia,2020-02-28,2020-03-06,Negative
Hola - Remix,Dalex,11,Colombia,2020-02-28,2020-03-06,Negative
Blanco,J Balvin,12,Colombia,2020-02-28,2020-03-06,Negative
Dance Monkey,Tones And I,13,Colombia,2020-02-28,2020-03-06,Neutral
Pero Ya No,Bad Bunny,14,Colombia,2020-02-28,2020-03-06,Negative
BORRAXXA,Feid,15,Colombia,2020-02-28,2020-03-06,Negative
Girl,Myke Towers,16,Colombia,2020-02-28,2020-03-06,Negative
Fantasias,Rauw Alejandro,17,Colombia,2020-02-28,2020-03-06,Negative
Yo Perreo Sola,Bad Bunny,18,Colombia,2020-02-28,2020-03-06,Negative
Safaera,Bad Bunny,19,Colombia,2020-02-28,2020-03-06,Negative
Soliá,Bad Bunny,20,Colombia,2020-02-28,2020-03-06,Negative
