song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-02-28,2020-03-06,Negative
Hola - Remix,Dalex,2,Argentina,2020-02-28,2020-03-06,Negative
Sigues Con El,Dímelo Flow,3,Argentina,2020-02-28,2020-03-06,Negative
Dance Monkey,Tones And I,4,Argentina,2020-02-28,2020-03-06,Neutral
Ignorantes,Bad Bunny,5,Argentina,2020-02-28,2020-03-06,Negative
René,Residente,6,Argentina,2020-02-28,2020-03-06,Negative
Par-Tusa,El Dipy,7,Argentina,2020-02-28,2020-03-06,Negative
Diosa,Myke Towers,8,Argentina,2020-02-28,2020-03-06,Negative
Muévelo,Nicky Jam,9,Argentina,2020-02-28,2020-03-06,Positive
Morado,J Balvin,10,Argentina,2020-02-28,2020-03-06,Negative
Vete,Bad Bunny,11,Argentina,2020-02-28,2020-03-06,Negative
Fantasias,Rauw Alejandro,12,Argentina,2020-02-28,2020-03-06,Negative
La Difícil,Bad Bunny,13,Argentina,2020-02-28,2020-03-06,Negative
Recuerdo,TINI,14,Argentina,2020-02-28,2020-03-06,Negative
Keii,Anuel AA,15,Argentina,2020-02-28,2020-03-06,Positive
Bellaquita - Remix,Dalex,16,Argentina,2020-02-28,2020-03-06,Negative
Ya No Mas,Fer Palacio,17,Argentina,2020-02-28,2020-03-06,Negative
Pa Los Gustos Los Colores,Javiielo,18,Argentina,2020-02-28,2020-03-06,Positive
Dónde Estás,KHEA,19,Argentina,2020-02-28,2020-03-06,Positive
Flasheaste Amor,Agapornis,20,Argentina,2020-02-28,2020-03-06,Positive
