song_name,song_artist,track number,country,start date,end date,Analysis
Der Bratan bleibt der gleiche,Capital Bra,1,Germany,2019-11-29,2019-12-06,Negative
Roller,Apache 207,2,Germany,2019-11-29,2019-12-06,Negative
Dance Monkey,Tones And I,3,Germany,2019-11-29,2019-12-06,Neutral
Skifahren (feat. Joshi Mizu),The Cratez,4,Germany,2019-11-29,2019-12-06,Negative
Wieso tust Du dir das an?,Apache 207,5,Germany,2019-11-29,2019-12-06,Positive
200 km/h,Apache 207,6,Germany,2019-11-29,2019-12-06,Negative
110,Capital Bra,7,Germany,2019-11-29,2019-12-06,Negative
KARMA,Nimo,8,Germany,2019-11-29,2019-12-06,Negative
All I Want for Christmas Is You,Mariah Carey,9,Germany,2019-11-29,2019-12-06,Positive
Keine Liebe,RIN,10,Germany,2019-11-29,2019-12-06,Negative
Bietigheimication,RIN,11,Germany,2019-11-29,2019-12-06,Negative
Sorry,Veysel,12,Germany,2019-11-29,2019-12-06,Negative
Hayabusa,Miami Yacine,13,Germany,2019-11-29,2019-12-06,Negative
Ayy Macarena,Tyga,14,Germany,2019-11-29,2019-12-06,Negative
Doch in der Nacht,Apache 207,15,Germany,2019-11-29,2019-12-06,Negative
2002,Sido,16,Germany,2019-11-29,2019-12-06,Negative
Last Christmas,Wham!,17,Germany,2019-11-29,2019-12-06,Positive
Athen,Jamule,18,Germany,2019-11-29,2019-12-06,Negative
Falling,Trevor Daniel,19,Germany,2019-11-29,2019-12-06,Positive
Ride It,Regard,20,Germany,2019-11-29,2019-12-06,Negative
