song_name,song_artist,track number,country,start date,end date,Analysis
Rojo,J Balvin,1,Colombia,2020-03-06,2020-03-13,Neutral
Si Veo a Tu Mamá,Bad Bunny,2,Colombia,2020-03-06,2020-03-13,Negative
Ignorantes,Bad Bunny,3,Colombia,2020-03-06,2020-03-13,Negative
La Difícil,Bad Bunny,4,Colombia,2020-03-06,2020-03-13,Negative
Safaera,Bad Bunny,5,Colombia,2020-03-06,2020-03-13,Negative
Tusa,KAROL G,6,Colombia,2020-03-06,2020-03-13,Negative
Morado,J Balvin,7,Colombia,2020-03-06,2020-03-13,Negative
Sigues Con El,Dímelo Flow,8,Colombia,2020-03-06,2020-03-13,Negative
La Santa,Bad Bunny,9,Colombia,2020-03-06,2020-03-13,Negative
Hola - Remix,Dalex,10,Colombia,2020-03-06,2020-03-13,Negative
Vete,Bad Bunny,11,Colombia,2020-03-06,2020-03-13,Negative
Dance Monkey,Tones And I,12,Colombia,2020-03-06,2020-03-13,Neutral
René,Residente,13,Colombia,2020-03-06,2020-03-13,Negative
Blanco,J Balvin,14,Colombia,2020-03-06,2020-03-13,Negative
Yo Perreo Sola,Bad Bunny,15,Colombia,2020-03-06,2020-03-13,Negative
BORRAXXA,Feid,16,Colombia,2020-03-06,2020-03-13,Negative
Girl,Myke Towers,17,Colombia,2020-03-06,2020-03-13,Negative
Fantasias,Rauw Alejandro,18,Colombia,2020-03-06,2020-03-13,Negative
Pero Ya No,Bad Bunny,19,Colombia,2020-03-06,2020-03-13,Negative
LA CANCIÓN,J Balvin,20,Colombia,2020-03-06,2020-03-13,Negative
