song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Guatemala,2019-11-29,2019-12-06,Negative
Vete,Bad Bunny,2,Guatemala,2019-11-29,2019-12-06,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,3,Guatemala,2019-11-29,2019-12-06,Positive
LA CANCIÓN,J Balvin,4,Guatemala,2019-11-29,2019-12-06,Negative
Fantasias,Rauw Alejandro,5,Guatemala,2019-11-29,2019-12-06,Negative
China,Anuel AA,6,Guatemala,2019-11-29,2019-12-06,Negative
No Me Conoce - Remix,Jhay Cortez,7,Guatemala,2019-11-29,2019-12-06,Negative
Callaita,Bad Bunny,8,Guatemala,2019-11-29,2019-12-06,Negative
Pa' Olvidarme De Ella,Piso 21,9,Guatemala,2019-11-29,2019-12-06,Negative
Que Tire Pa Lante,Daddy Yankee,10,Guatemala,2019-11-29,2019-12-06,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,11,Guatemala,2019-11-29,2019-12-06,could not determine analysis
Whine Up,Nicky Jam,12,Guatemala,2019-11-29,2019-12-06,Negative
Si Te Vas,Sech,13,Guatemala,2019-11-29,2019-12-06,Positive
Soltera - Remix,Lunay,14,Guatemala,2019-11-29,2019-12-06,Negative
Tutu,Camilo,15,Guatemala,2019-11-29,2019-12-06,Negative
Quizas,Rich Music LTD,16,Guatemala,2019-11-29,2019-12-06,Positive
Aventura,Lunay,17,Guatemala,2019-11-29,2019-12-06,Negative
QUE PRETENDES,J Balvin,18,Guatemala,2019-11-29,2019-12-06,Negative
Indeciso,Reik,19,Guatemala,2019-11-29,2019-12-06,Negative
"Yo x Ti, Tu x Mi",ROSALÍA,20,Guatemala,2019-11-29,2019-12-06,Positive
Dance Monkey,Tones And I,18,Guatemala,2019-12-06,2019-12-13,Neutral
11 PM,Maluma,19,Guatemala,2019-12-06,2019-12-13,Negative
Pa Mí - Remix,Dalex,20,Guatemala,2019-12-06,2019-12-13,Negative
Sigues Con El,Dímelo Flow,18,Guatemala,2019-12-13,2019-12-20,Negative
Amor A Primera Vista,Los Angeles Azules,19,Guatemala,2019-12-20,2019-12-27,could not determine analysis
