song_name,song_artist,track number,country,start date,end date,Analysis
Safaera,Bad Bunny,1,Spain,2020-04-03,2020-04-10,Negative
Amarillo,J Balvin,2,Spain,2020-04-03,2020-04-10,Negative
Yo Perreo Sola,Bad Bunny,3,Spain,2020-04-03,2020-04-10,Negative
Tusa,KAROL G,4,Spain,2020-04-03,2020-04-10,Negative
Rojo,J Balvin,5,Spain,2020-04-03,2020-04-10,Neutral
Tattoo,Rauw Alejandro,6,Spain,2020-04-03,2020-04-10,Negative
La Difícil,Bad Bunny,7,Spain,2020-04-03,2020-04-10,Negative
4 besos,Lola Indigo,8,Spain,2020-04-03,2020-04-10,Negative
Morado,J Balvin,9,Spain,2020-04-03,2020-04-10,Negative
Una Mala (Remix),El Completo Rd,10,Spain,2020-04-03,2020-04-10,Negative
Diosa,Myke Towers,11,Spain,2020-04-03,2020-04-10,Negative
Follow,KAROL G,12,Spain,2020-04-03,2020-04-10,Negative
Keii,Anuel AA,13,Spain,2020-04-03,2020-04-10,Positive
La Cama - Remix,Lunay,14,Spain,2020-04-03,2020-04-10,Negative
Ignorantes,Bad Bunny,15,Spain,2020-04-03,2020-04-10,Negative
Se iluminaba,Fred De Palma,16,Spain,2020-04-03,2020-04-10,Negative
Gris,J Balvin,17,Spain,2020-04-03,2020-04-10,Negative
Medusa,Jhay Cortez,18,Spain,2020-04-03,2020-04-10,Negative
Azul,J Balvin,19,Spain,2020-04-03,2020-04-10,Negative
Fantasias - Remix,Rauw Alejandro,20,Spain,2020-04-03,2020-04-10,Negative
