song_name,song_artist,track number,country,start date,end date,Analysis
Rojo,J Balvin,1,Colombia,2020-04-17,2020-04-24,Neutral
Favorito,Camilo,2,Colombia,2020-04-17,2020-04-24,Negative
Amarillo,J Balvin,3,Colombia,2020-04-17,2020-04-24,Negative
Safaera,Bad Bunny,4,Colombia,2020-04-17,2020-04-24,Negative
PORFA,Feid,5,Colombia,2020-04-17,2020-04-24,Negative
Yo Perreo Sola,Bad Bunny,6,Colombia,2020-04-17,2020-04-24,Negative
Morado,J Balvin,7,Colombia,2020-04-17,2020-04-24,Negative
Tattoo,Rauw Alejandro,8,Colombia,2020-04-17,2020-04-24,Negative
El Mismo Aire,Camilo,9,Colombia,2020-04-17,2020-04-24,Negative
Tusa,KAROL G,10,Colombia,2020-04-17,2020-04-24,Negative
Azul,J Balvin,11,Colombia,2020-04-17,2020-04-24,Negative
Por Primera Vez,Camilo,12,Colombia,2020-04-17,2020-04-24,Positive
Ignorantes,Bad Bunny,13,Colombia,2020-04-17,2020-04-24,Negative
Si Veo a Tu Mamá,Bad Bunny,14,Colombia,2020-04-17,2020-04-24,Negative
Hola - Remix,Dalex,15,Colombia,2020-04-17,2020-04-24,Negative
Elegí (feat. Dímelo Flow),Rauw Alejandro,16,Colombia,2020-04-17,2020-04-24,Negative
Blanco,J Balvin,17,Colombia,2020-04-17,2020-04-24,Negative
Blinding Lights,The Weeknd,18,Colombia,2020-04-17,2020-04-24,Negative
Sigues Con El,Dímelo Flow,19,Colombia,2020-04-17,2020-04-24,Negative
Dance Monkey,Tones And I,20,Colombia,2020-04-17,2020-04-24,Neutral
