song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Colombia,2020-01-24,2020-01-31,Negative
Sigues Con El,Dímelo Flow,2,Colombia,2020-01-24,2020-01-31,Negative
Morado,J Balvin,3,Colombia,2020-01-24,2020-01-31,could not determine analysis
Dance Monkey,Tones And I,4,Colombia,2020-01-24,2020-01-31,Neutral
Hola - Remix,Dalex,5,Colombia,2020-01-24,2020-01-31,Negative
Fantasias,Rauw Alejandro,6,Colombia,2020-01-24,2020-01-31,Negative
Vete,Bad Bunny,7,Colombia,2020-01-24,2020-01-31,Negative
Blanco,J Balvin,8,Colombia,2020-01-24,2020-01-31,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,9,Colombia,2020-01-24,2020-01-31,Positive
LA CANCIÓN,J Balvin,10,Colombia,2020-01-24,2020-01-31,Negative
China,Anuel AA,11,Colombia,2020-01-24,2020-01-31,Negative
Quizas,Rich Music LTD,12,Colombia,2020-01-24,2020-01-31,Positive
Adicto (with Anuel AA &amp; Ozuna),Tainy,13,Colombia,2020-01-24,2020-01-31,could not determine analysis
No Me Conoce - Remix,Jhay Cortez,14,Colombia,2020-01-24,2020-01-31,Negative
Me Gusta,Shakira,15,Colombia,2020-01-24,2020-01-31,Negative
Loco,Beéle,16,Colombia,2020-01-24,2020-01-31,Positive
Bellaquita - Remix,Dalex,17,Colombia,2020-01-24,2020-01-31,Negative
Infeliz,Arcangel,18,Colombia,2020-01-24,2020-01-31,Negative
Whine Up,Nicky Jam,19,Colombia,2020-01-24,2020-01-31,Negative
Callaita,Bad Bunny,20,Colombia,2020-01-24,2020-01-31,Negative
Girl,Myke Towers,10,Colombia,2020-01-31,2020-02-07,Negative
Keii,Anuel AA,11,Colombia,2020-02-07,2020-02-14,Positive
Medusa,Jhay Cortez,17,Colombia,2020-02-07,2020-02-14,Negative
Ignorantes,Bad Bunny,2,Colombia,2020-02-14,2020-02-21,Negative
BORRAXXA,Feid,12,Colombia,2020-02-14,2020-02-21,Negative
