song_name,song_artist,track number,country,start date,end date,Analysis
Mios mit Bars,Luciano,1,Germany,2020-02-14,2020-02-21,Negative
Baby,Joker Bra,2,Germany,2020-02-14,2020-02-21,Negative
Weiss,Samra,3,Germany,2020-02-14,2020-02-21,Positive
Blinding Lights,The Weeknd,4,Germany,2020-02-14,2020-02-21,Negative
GRIND,Fler,5,Germany,2020-02-14,2020-02-21,Negative
Verkackt,Gzuz,6,Germany,2020-02-14,2020-02-21,Negative
Auf Wiedersehen,Mozzik,7,Germany,2020-02-14,2020-02-21,Negative
Roller,Apache 207,8,Germany,2020-02-14,2020-02-21,Negative
Kein Wort,Juju,9,Germany,2020-02-14,2020-02-21,Positive
AMEX BLACK,Joker Bra,10,Germany,2020-02-14,2020-02-21,Negative
Mon Ami,Samra,11,Germany,2020-02-14,2020-02-21,Negative
Donuts,Gzuz,12,Germany,2020-02-14,2020-02-21,Negative
Nur wegen dir,Nimo,13,Germany,2020-02-14,2020-02-21,Negative
Dance Monkey,Tones And I,14,Germany,2020-02-14,2020-02-21,Neutral
Breaking Me,Topic,15,Germany,2020-02-14,2020-02-21,Positive
No Time To Die,Billie Eilish,16,Germany,2020-02-14,2020-02-21,Negative
Zu Ende,Samra,17,Germany,2020-02-14,2020-02-21,Negative
The Box,Roddy Ricch,18,Germany,2020-02-14,2020-02-21,Negative
Falling,Trevor Daniel,19,Germany,2020-02-14,2020-02-21,Positive
Roses - Imanbek Remix,SAINt JHN,20,Germany,2020-02-14,2020-02-21,Negative
