song_name,song_artist,track number,country,start date,end date,Analysis
Dans l'espace (feat. Heuss l'Enfoiré),Gambi,1,France,2020-01-24,2020-01-31,Positive
Distant,Maes,2,France,2020-01-24,2020-01-31,could not determine analysis
Blanche,Maes,3,France,2020-01-24,2020-01-31,Negative
Ne reviens pas,Gradur,4,France,2020-01-24,2020-01-31,could not determine analysis
Dybala,Maes,5,France,2020-01-24,2020-01-31,Negative
Moulaga,Heuss L'enfoiré,6,France,2020-01-24,2020-01-31,Negative
Œveillé,Damso,7,France,2020-01-24,2020-01-31,Positive
Blinding Lights,The Weeknd,8,France,2020-01-24,2020-01-31,Negative
MD (feat. Niska),4Keus,9,France,2020-01-24,2020-01-31,Negative
Dance Monkey,Tones And I,10,France,2020-01-24,2020-01-31,Neutral
Street,Maes,11,France,2020-01-24,2020-01-31,Negative
Tout est calé (feat. Koba LaD),Chily,12,France,2020-01-24,2020-01-31,Negative
Imparfait,Maes,13,France,2020-01-24,2020-01-31,Positive
40%,Aya Nakamura,14,France,2020-01-24,2020-01-31,Negative
93% [Tijuana],GLK,15,France,2020-01-24,2020-01-31,Negative
Popopop,Gambi,16,France,2020-01-24,2020-01-31,Negative
Elvira,Maes,17,France,2020-01-24,2020-01-31,Negative
The Box,Roddy Ricch,18,France,2020-01-24,2020-01-31,Negative
Mémoire,Maes,19,France,2020-01-24,2020-01-31,Neutral
Jamais,Mister V,20,France,2020-01-24,2020-01-31,Negative
Gang,Mister V,6,France,2020-01-31,2020-02-07,Negative
Pirelli,Mister V,8,France,2020-01-31,2020-02-07,Negative
Facetime,Mister V,14,France,2020-01-31,2020-02-07,Negative
Tudo Bem,Mister V,16,France,2020-01-31,2020-02-07,Negative
Vice City,Mister V,17,France,2020-01-31,2020-02-07,Negative
Calumet,Hornet La Frappe,19,France,2020-01-31,2020-02-07,Neutral
Falling,Trevor Daniel,16,France,2020-02-07,2020-02-14,Positive
Meleğim,Soolking,17,France,2020-02-07,2020-02-14,Positive
Woin Woin (feat. RK),Larry,18,France,2020-02-07,2020-02-14,Negative
Boire et mousser (feat. Naza),Chily,13,France,2020-02-14,2020-02-21,Negative
Avant toi,Vitaa,18,France,2020-02-14,2020-02-21,Positive
