song_name,song_artist,track number,country,start date,end date,Analysis
Rojo,J Balvin,1,Colombia,2020-03-27,2020-04-03,Neutral
Amarillo,J Balvin,2,Colombia,2020-03-27,2020-04-03,Negative
Safaera,Bad Bunny,3,Colombia,2020-03-27,2020-04-03,Negative
Morado,J Balvin,4,Colombia,2020-03-27,2020-04-03,Negative
Azul,J Balvin,5,Colombia,2020-03-27,2020-04-03,Negative
Si Veo a Tu Mamá,Bad Bunny,6,Colombia,2020-03-27,2020-04-03,Negative
Yo Perreo Sola,Bad Bunny,7,Colombia,2020-03-27,2020-04-03,could not determine analysis
Ignorantes,Bad Bunny,8,Colombia,2020-03-27,2020-04-03,Negative
Tusa,KAROL G,9,Colombia,2020-03-27,2020-04-03,Negative
Sigues Con El,Dímelo Flow,10,Colombia,2020-03-27,2020-04-03,Negative
Blanco,J Balvin,11,Colombia,2020-03-27,2020-04-03,Negative
La Difícil,Bad Bunny,12,Colombia,2020-03-27,2020-04-03,Negative
Gris,J Balvin,13,Colombia,2020-03-27,2020-04-03,Negative
Tattoo,Rauw Alejandro,14,Colombia,2020-03-27,2020-04-03,Negative
Negro,J Balvin,15,Colombia,2020-03-27,2020-04-03,Negative
Don't Start Now,Dua Lipa,16,Colombia,2020-03-27,2020-04-03,Negative
Hola - Remix,Dalex,17,Colombia,2020-03-27,2020-04-03,Negative
Dance Monkey,Tones And I,18,Colombia,2020-03-27,2020-04-03,Neutral
Rosa,J Balvin,19,Colombia,2020-03-27,2020-04-03,Negative
La Santa,Bad Bunny,20,Colombia,2020-03-27,2020-04-03,Negative
