song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2019-12-06,2019-12-13,Negative
Alocao (With Bad Gyal),Omar Montes,2,Spain,2019-12-06,2019-12-13,Positive
Indeciso,Reik,3,Spain,2019-12-06,2019-12-13,Negative
Vete,Bad Bunny,4,Spain,2019-12-06,2019-12-13,Negative
Dance Monkey,Tones And I,5,Spain,2019-12-06,2019-12-13,Neutral
China,Anuel AA,6,Spain,2019-12-06,2019-12-13,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,7,Spain,2019-12-06,2019-12-13,Positive
Whine Up,Nicky Jam,8,Spain,2019-12-06,2019-12-13,Negative
Aventura,Lunay,9,Spain,2019-12-06,2019-12-13,Negative
Si por mi fuera,Beret,10,Spain,2019-12-06,2019-12-13,Negative
Fantasias,Rauw Alejandro,11,Spain,2019-12-06,2019-12-13,Negative
"Yo x Ti, Tu x Mi",ROSALÍA,12,Spain,2019-12-06,2019-12-13,Positive
Easy - Remix,Jhay Cortez,13,Spain,2019-12-06,2019-12-13,Positive
Rueda,Chimbala,14,Spain,2019-12-06,2019-12-13,Negative
Adicto (with Anuel AA &amp; Ozuna),Tainy,15,Spain,2019-12-06,2019-12-13,could not determine analysis
Hola - Remix,Dalex,16,Spain,2019-12-06,2019-12-13,Negative
Te Quemaste,Manuel Turizo,17,Spain,2019-12-06,2019-12-13,Negative
Fantasía,Ozuna,18,Spain,2019-12-06,2019-12-13,Negative
La Rubia - Remix 2,La Nueva Escuela,19,Spain,2019-12-06,2019-12-13,Negative
Prendío,Rvfv,20,Spain,2019-12-06,2019-12-13,Negative
