song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Spain,2020-01-17,2020-01-24,Negative
Me Gusta,Shakira,2,Spain,2020-01-17,2020-01-24,Negative
Morado,J Balvin,3,Spain,2020-01-17,2020-01-24,Negative
Alocao (With Bad Gyal),Omar Montes,4,Spain,2020-01-17,2020-01-24,Positive
Dance Monkey,Tones And I,5,Spain,2020-01-17,2020-01-24,Neutral
+,Aitana,6,Spain,2020-01-17,2020-01-24,Negative
Blanco,J Balvin,7,Spain,2020-01-17,2020-01-24,Negative
Indeciso,Reik,8,Spain,2020-01-17,2020-01-24,Negative
Hola - Remix,Dalex,9,Spain,2020-01-17,2020-01-24,could not determine analysis
Zorra,Bad Gyal,10,Spain,2020-01-17,2020-01-24,could not determine analysis
RITMO (Bad Boys For Life),Black Eyed Peas,11,Spain,2020-01-17,2020-01-24,Positive
Vete,Bad Bunny,12,Spain,2020-01-17,2020-01-24,Negative
Se iluminaba,Fred De Palma,13,Spain,2020-01-17,2020-01-24,Negative
Whine Up,Nicky Jam,14,Spain,2020-01-17,2020-01-24,Negative
China,Anuel AA,15,Spain,2020-01-17,2020-01-24,Negative
Muévelo,Nicky Jam,16,Spain,2020-01-17,2020-01-24,Positive
Prendio (Remix),Rvfv,17,Spain,2020-01-17,2020-01-24,could not determine analysis
Sigues Con El,Dímelo Flow,18,Spain,2020-01-17,2020-01-24,Negative
Aventura,Lunay,19,Spain,2020-01-17,2020-01-24,Negative
Si por mi fuera,Beret,20,Spain,2020-01-17,2020-01-24,Negative
