song_name,song_artist,track number,country,start date,end date,Analysis
Favorito,Camilo,1,Argentina,2020-04-10,2020-04-17,Negative
Safaera,Bad Bunny,2,Argentina,2020-04-10,2020-04-17,Negative
Yo Perreo Sola,Bad Bunny,3,Argentina,2020-04-10,2020-04-17,Negative
Tattoo,Rauw Alejandro,4,Argentina,2020-04-10,2020-04-17,Negative
Tusa,KAROL G,5,Argentina,2020-04-10,2020-04-17,Negative
Rojo,J Balvin,6,Argentina,2020-04-10,2020-04-17,Neutral
PORFA,Feid,7,Argentina,2020-04-10,2020-04-17,Negative
Por Primera Vez,Camilo,8,Argentina,2020-04-10,2020-04-17,Positive
Hola - Remix,Dalex,9,Argentina,2020-04-10,2020-04-17,Negative
Diosa,Myke Towers,10,Argentina,2020-04-10,2020-04-17,Negative
Sigues Con El,Dímelo Flow,11,Argentina,2020-04-10,2020-04-17,Negative
Elegí (feat. Dímelo Flow),Rauw Alejandro,12,Argentina,2020-04-10,2020-04-17,Negative
Dance Monkey,Tones And I,13,Argentina,2020-04-10,2020-04-17,Neutral
La Difícil,Bad Bunny,14,Argentina,2020-04-10,2020-04-17,Negative
Morado,J Balvin,15,Argentina,2020-04-10,2020-04-17,Negative
Ignorantes,Bad Bunny,16,Argentina,2020-04-10,2020-04-17,Negative
Fantasias,Rauw Alejandro,17,Argentina,2020-04-10,2020-04-17,Negative
Don't Start Now,Dua Lipa,18,Argentina,2020-04-10,2020-04-17,Negative
Amarillo,J Balvin,19,Argentina,2020-04-10,2020-04-17,Negative
High,Maria Becerra,20,Argentina,2020-04-10,2020-04-17,Negative
