song_name,song_artist,track number,country,start date,end date,Analysis
BaeBae,Samra,1,Germany,2020-04-10,2020-04-17,Negative
Shotz Fired,Bonez MC,2,Germany,2020-04-10,2020-04-17,Negative
Toosie Slide,Drake,3,Germany,2020-04-10,2020-04-17,Positive
Blinding Lights,The Weeknd,4,Germany,2020-04-10,2020-04-17,Negative
Roses - Imanbek Remix,SAINt JHN,5,Germany,2020-04-10,2020-04-17,Negative
What's Luv,Shindy,6,Germany,2020-04-10,2020-04-17,Positive
Du bist mein,Zuna,7,Germany,2020-04-10,2020-04-17,Negative
Breaking Me,Topic,8,Germany,2020-04-10,2020-04-17,Positive
Angels Sippen,Symba,9,Germany,2020-04-10,2020-04-17,Negative
H &lt;3 T E L,Dardan,10,Germany,2020-04-10,2020-04-17,could not determine analysis
Dance Monkey,Tones And I,11,Germany,2020-04-10,2020-04-17,Neutral
ily (i love you baby) (feat. Emilee),Surf Mesa,12,Germany,2020-04-10,2020-04-17,Positive
Salt,Ava Max,13,Germany,2020-04-10,2020-04-17,Positive
Allein sein,Ufo361,14,Germany,2020-04-10,2020-04-17,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,15,Germany,2020-04-10,2020-04-17,Positive
Roller,Apache 207,16,Germany,2020-04-10,2020-04-17,Negative
Move,badmómzjay,17,Germany,2020-04-10,2020-04-17,Negative
In Your Eyes (feat. Alida),Robin Schulz,18,Germany,2020-04-10,2020-04-17,Negative
Ich würd' lügen,KAYEF,19,Germany,2020-04-10,2020-04-17,Positive
The Box,Roddy Ricch,20,Germany,2020-04-10,2020-04-17,Negative
